Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
,,,,,,,,,,,5.320,0.52,-1.00,-13.70,5.320,0.43,0.29,9.22,5.320,0.45,0.17,5.70,5.320,0.62,0.24,-34.00,2.660,0.58,-0.23,241.65,5.320,0.61,-0.12,-9.18,5.320,0.56,0.91,-10.76,5.320,0.59,0.02,-3.66,5.320,0.60,-0.49,2.50,5.320,0.42,0.25,2.09
,,,,,,,,,,,5.330,0.50,-1.00,4.82,5.330,0.43,0.37,7.34,5.330,0.46,0.22,4.72,5.330,0.61,-0.28,-9.16,2.665,0.58,0.54,51.78,5.330,0.60,-0.32,-0.55,5.330,0.57,0.15,-57.89,5.330,0.59,-0.01,-1.19,5.330,0.60,-0.38,3.78,5.330,0.42,0.27,2.63
,,,,,,,,,,,5.340,0.50,-0.91,7.87,5.340,0.44,0.44,6.96,5.340,0.46,0.26,4.72,5.340,0.61,0.06,17.93,2.670,0.58,0.29,-136.73,5.340,0.60,-0.13,6.05,5.340,0.56,-0.25,13.86,5.340,0.59,0.00,-7.37,5.340,0.59,-0.41,-2.69,5.340,0.42,0.30,2.20
,,,,,,,,,,,5.350,0.49,-0.84,7.48,5.350,0.44,0.51,5.14,5.350,0.46,0.31,4.83,5.350,0.61,0.07,-3.41,2.675,0.58,-0.83,-183.47,5.350,0.60,-0.20,7.00,5.350,0.56,0.43,23.08,5.350,0.59,-0.15,-11.01,5.350,0.59,-0.44,6.45,5.350,0.42,0.32,1.77
,,,,,,,,,,,5.360,0.48,-0.76,6.56,5.360,0.45,0.54,13.12,5.360,0.46,0.36,3.92,5.360,0.61,-0.01,-7.52,2.680,0.58,-1.54,-93.99,5.360,0.60,0.01,1.56,5.360,0.57,0.22,-29.37,5.360,0.59,-0.22,-5.49,5.360,0.59,-0.28,10.36,5.360,0.43,0.33,1.29
,,,,,,,,,,,5.370,0.47,-0.71,5.88,5.370,0.45,0.77,9.37,5.370,0.47,0.39,3.43,5.370,0.61,-0.08,-1.89,2.685,0.57,-1.77,108.20,5.370,0.60,-0.17,-7.45,5.370,0.57,-0.16,0.68,5.370,0.59,-0.26,6.85,5.370,0.59,-0.23,4.89,5.370,0.43,0.34,0.74
,,,,,,,,,,,5.380,0.46,-0.64,7.23,5.380,0.46,0.73,-10.64,5.380,0.47,0.42,3.55,5.380,0.61,-0.05,10.51,2.690,0.56,-0.46,153.29,5.380,0.59,-0.14,3.85,5.380,0.57,0.23,39.12,5.380,0.58,-0.09,20.67,5.380,0.58,-0.19,2.67,5.380,0.43,0.35,5.75
,,,,,,,,,,,5.390,0.46,-0.56,8.15,5.390,0.47,0.56,5.23,5.390,0.48,0.46,2.57,5.390,0.61,0.13,-6.97,2.695,0.56,-0.23,-134.48,5.390,0.60,-0.09,-10.70,5.390,0.57,0.63,-6.46,5.390,0.59,0.15,12.42,5.390,0.58,-0.18,-10.12,5.390,0.44,0.46,5.50
,,,,,,,,,,,5.400,0.45,-0.48,8.58,5.400,0.47,0.83,17.84,5.400,0.48,0.48,2.69,5.400,0.61,-0.19,-14.28,2.700,0.56,-1.81,-35.87,5.400,0.59,-0.35,9.46,5.400,0.58,0.10,-32.00,5.400,0.59,0.16,-11.64,5.400,0.58,-0.39,-10.50,5.400,0.44,0.46,-5.10
,,,,,,,,,,,5.410,0.45,-0.39,8.95,5.410,0.48,0.92,-1.55,5.410,0.49,0.52,1.58,5.410,0.61,-0.15,2.78,2.705,0.55,-0.59,89.98,5.410,0.59,0.10,15.30,5.410,0.58,-0.01,2.76,5.410,0.59,-0.08,-31.07,5.410,0.57,-0.39,1.31,5.410,0.45,0.35,-6.07
,,,,,,,,,,,5.420,0.45,-0.30,9.75,5.420,0.49,0.80,-7.97,5.420,0.49,0.51,2.39,5.420,0.61,-0.13,-16.09,2.710,0.55,-0.91,-86.32,5.420,0.59,-0.05,-28.94,5.420,0.58,0.16,-17.13,5.420,0.58,-0.46,-3.18,5.420,0.57,-0.36,11.83,5.420,0.45,0.34,-1.71
,,,,,,,,,,,5.430,0.44,-0.20,11.36,5.430,0.50,0.76,4.11,5.430,0.50,0.56,5.05,5.430,0.61,-0.47,3.11,2.715,0.54,-1.45,24.10,5.430,0.59,-0.48,-4.14,5.430,0.58,-0.36,-43.36,5.430,0.58,-0.15,39.02,5.430,0.57,-0.15,6.38,5.430,0.45,0.32,-1.77
,,,,,,,,,,,5.440,0.44,-0.07,10.45,5.440,0.51,0.88,7.29,5.440,0.50,0.61,-4.11,5.440,0.60,-0.07,22.98,2.720,0.54,-0.66,22.03,5.440,0.58,-0.13,36.93,5.440,0.57,-0.71,32.79,5.440,0.58,0.32,7.40,5.440,0.57,-0.24,-32.66,5.440,0.46,0.30,-1.17
,,,,,,,,,,,5.450,0.44,0.01,5.20,5.450,0.52,0.90,-5.28,5.450,0.51,0.48,-6.58,5.450,0.60,-0.01,-18.58,2.725,0.53,-1.23,-45.71,5.450,0.59,0.26,14.71,5.450,0.56,0.30,32.47,5.450,0.59,0.00,-39.58,5.450,0.56,-0.80,-20.71,5.450,0.46,0.30,-1.86
,,,,,,,,,,,5.460,0.44,0.03,8.10,5.460,0.52,0.78,-9.59,5.460,0.51,0.48,2.07,5.460,0.60,-0.44,-22.89,2.730,0.52,-1.12,12.86,5.460,0.59,0.16,-13.27,5.460,0.58,-0.06,-37.64,5.460,0.58,-0.47,-13.77,5.460,0.55,-0.65,48.79,5.460,0.46,0.26,-4.35
,,,,,,,,,,,5.470,0.44,0.17,12.95,5.470,0.53,0.71,-20.87,5.470,0.52,0.52,-2.56,5.470,0.60,-0.47,7.99,2.735,0.52,-1.11,1.95,5.470,0.59,-0.01,-9.28,5.470,0.56,-0.45,-7.86,5.470,0.58,-0.27,36.23,5.470,0.55,0.17,24.20,5.470,0.46,0.21,-3.98
,,,,,,,,,,,5.480,0.45,0.29,8.74,5.480,0.54,0.36,3.34,5.480,0.52,0.43,-13.75,5.480,0.59,-0.28,21.36,2.740,0.51,-1.10,-29.92,5.480,0.59,-0.02,1.14,5.480,0.57,-0.22,28.00,5.480,0.58,0.26,28.16,5.480,0.55,-0.17,-37.45,5.480,0.47,0.19,-2.95
,,,,,,,,,,,5.490,0.45,0.35,7.29,5.490,0.54,0.78,9.36,5.490,0.53,0.25,-6.76,5.490,0.59,-0.04,3.41,2.745,0.51,-1.41,-41.87,5.490,0.59,0.02,3.77,5.490,0.56,0.11,0.86,5.490,0.58,0.29,-23.00,5.490,0.55,-0.58,18.09,5.490,0.47,0.15,-3.49
,,,,,,,,,,,5.500,0.45,0.44,7.45,5.500,0.55,0.55,-28.10,5.500,0.53,0.29,17.78,5.500,0.59,-0.21,-29.94,2.750,0.50,-1.52,18.71,5.500,0.59,0.05,-6.50,5.500,0.57,-0.20,-25.88,5.500,0.58,-0.20,-35.89,5.500,0.54,0.20,53.95,5.500,0.47,0.12,-3.01
,,,,,,,,,,,5.510,0.46,0.50,5.99,5.510,0.55,0.21,-5.14,5.510,0.53,0.60,2.16,5.510,0.59,-0.64,-8.88,2.755,0.49,-1.22,35.22,5.510,0.59,-0.11,-14.32,5.510,0.55,-0.41,14.20,5.510,0.58,-0.43,-1.74,5.510,0.55,0.50,1.51,5.510,0.47,0.09,-2.95
,,,,,,,,,,,5.520,0.46,0.56,6.11,5.520,0.56,0.45,-7.82,5.520,0.54,0.33,-37.25,5.520,0.58,-0.39,46.74,2.760,0.49,-1.17,3.68,5.520,0.59,-0.23,-2.07,5.520,0.56,0.08,-11.90,5.520,0.57,-0.24,19.81,5.520,0.55,0.23,-38.55,5.520,0.47,0.06,-3.44
,,,,,,,,,,,5.530,0.47,0.62,5.25,5.530,0.56,0.06,15.28,5.530,0.54,-0.14,-13.03,5.530,0.58,0.29,10.41,2.765,0.48,-1.18,-6.61,5.530,0.58,-0.16,20.27,5.530,0.56,-0.65,-8.92,5.530,0.57,-0.03,18.50,5.530,0.55,-0.27,-38.22,5.530,0.47,0.02,-3.44
,,,,,,,,,,,5.540,0.47,0.66,4.27,5.540,0.56,0.75,17.48,5.540,0.54,0.07,40.35,5.540,0.58,-0.18,-45.01,2.770,0.47,-1.23,-2.83,5.540,0.58,0.17,31.65,5.540,0.55,-0.10,43.01,5.540,0.57,0.13,7.52,5.540,0.55,-0.54,17.90,5.540,0.47,-0.01,-3.44
,,,,,,,,,,,5.550,0.48,0.71,4.58,5.550,0.57,0.41,-56.02,5.550,0.54,0.66,11.82,5.550,0.57,-0.61,1.91,2.775,0.47,-1.21,12.24,5.550,0.59,0.48,-5.81,5.550,0.55,0.21,-28.20,5.550,0.58,0.12,6.52E-4,5.550,0.54,0.09,42.41,5.550,0.47,-0.05,-3.56
,,,,,,,,,,,5.560,0.49,0.76,2.50,5.560,0.57,-0.37,-8.56,5.560,0.55,0.31,-33.40,5.560,0.57,-0.14,23.07,2.780,0.46,-1.11,5.81,5.560,0.59,0.05,-31.49,5.560,0.55,-0.66,-12.69,5.560,0.57,0.13,1.88,5.560,0.55,0.31,12.62,5.560,0.47,-0.08,-2.76
,,,,,,,,,,,5.570,0.50,0.76,-1.58,5.570,0.57,0.24,6.48,5.570,0.55,0.00,-13.32,5.570,0.57,-0.15,-13.33,2.785,0.46,-1.15,-9.69,5.570,0.59,-0.15,13.86,5.570,0.54,-0.04,34.38,5.570,0.58,0.16,-10.96,5.570,0.55,0.34,-13.72,5.570,0.47,-0.10,-1.12
,,,,,,,,,,,5.580,0.50,0.72,7.10,5.580,0.57,-0.24,-14.34,5.580,0.55,0.04,-32.48,5.580,0.57,-0.41,19.16,2.790,0.45,-1.21,20.03,5.580,0.59,0.33,14.74,5.580,0.55,0.03,-28.55,5.580,0.58,-0.09,-14.99,5.580,0.56,0.04,-18.12,5.580,0.47,-0.11,-2.47
,,,,,,,,,,,5.590,0.51,0.90,12.07,5.590,0.56,-0.05,10.06,5.590,0.55,-0.65,-9.85,5.590,0.56,0.24,37.20,2.795,0.44,-0.95,-22.21,5.590,0.60,0.14,-18.60,5.590,0.54,-0.61,-9.52,5.590,0.58,-0.14,2.58,5.590,0.55,-0.02,37.65,5.590,0.47,-0.15,-3.74
,,,,,,,,,,,5.600,0.52,0.96,-13.79,5.600,0.57,-0.04,-33.42,5.600,0.54,-0.15,24.61,5.600,0.57,0.34,-39.08,2.800,0.44,-1.43,-15.96,5.600,0.59,-0.04,2.07,5.600,0.54,-0.16,23.47,5.600,0.58,-0.04,3.73,5.600,0.56,0.79,26.10,5.600,0.47,-0.18,-1.29
,,,,,,,,,,,5.610,0.53,0.62,-23.06,5.610,0.56,-0.72,4.39,5.610,0.54,-0.16,-3.59,5.610,0.57,-0.55,-37.37,2.805,0.43,-1.11,39.08,5.610,0.59,0.18,5.59,5.610,0.54,-0.14,-9.38,5.610,0.58,-0.07,-5.23,5.610,0.57,0.50,-41.52,5.610,0.46,-0.18,-1.12
,,,,,,,,,,,5.620,0.53,0.50,1.08,5.620,0.56,0.05,18.04,5.620,0.53,-0.23,17.61,5.620,0.56,-0.41,31.72,2.810,0.43,-1.04,37.06,5.620,0.60,0.07,6.20,5.620,0.54,-0.35,11.94,5.620,0.57,-0.14,0.07,5.620,0.57,-0.04,-20.09,5.620,0.46,-0.20,-2.64
,,,,,,,,,,,5.630,0.54,0.64,7.24,5.630,0.56,-0.36,-44.80,5.630,0.54,0.19,-11.55,5.630,0.56,0.09,40.50,2.815,0.42,-0.74,-6.02,5.630,0.60,0.31,5.05,5.630,0.53,0.10,22.24,5.630,0.57,-0.07,7.82,5.630,0.57,0.10,17.31,5.630,0.46,-0.23,-2.33
,,,,,,,,,,,5.640,0.55,0.65,24.90,5.640,0.55,-0.85,-17.49,5.640,0.54,-0.46,-36.69,5.640,0.57,0.40,12.84,2.820,0.42,-1.10,-121.63,5.640,0.60,0.17,-18.30,5.640,0.54,0.09,-27.30,5.640,0.57,0.01,12.39,5.640,0.57,0.31,8.57,5.640,0.46,-0.25,-0.98
,,,,,,,,,,,5.650,0.55,1.14,-6.63,5.650,0.55,-0.71,31.48,5.650,0.53,-0.54,5.19,5.650,0.57,0.34,-35.41,2.825,0.41,-1.96,123.48,5.650,0.60,-0.06,6.62,5.650,0.53,-0.45,-14.68,5.650,0.57,0.18,21.78,5.650,0.57,0.27,-1.00,5.650,0.45,-0.25,0.11
,,,,,,,,,,,5.660,0.57,0.52,-51.94,5.660,0.54,-0.22,17.24,5.660,0.53,-0.35,9.59,5.660,0.57,-0.31,-19.81,2.830,0.40,0.13,228.52,5.660,0.60,0.31,7.99,5.660,0.53,-0.20,22.36,5.660,0.58,0.45,6.85,5.660,0.57,0.28,3.44,5.660,0.45,-0.25,-0.86
,,,,,,,,,,,5.670,0.56,0.10,16.00,5.670,0.54,-0.36,-44.29,5.670,0.52,-0.35,-0.67,5.670,0.56,-0.05,32.60,2.835,0.41,0.33,-78.46,5.670,0.61,0.10,-10.89,5.670,0.53,0.00,15.16,5.670,0.58,0.32,-29.08,5.670,0.58,0.34,0.93,5.670,0.45,-0.27,-1.09
,,,,,,,,,,,5.680,0.57,0.84,14.96,5.680,0.53,-1.10,-22.12,5.680,0.52,-0.37,-2.22,5.680,0.57,0.34,8.74,2.840,0.41,-0.65,-55.36,5.680,0.60,0.09,9.89,5.680,0.53,0.10,-0.93,5.680,0.58,-0.13,-32.02,5.680,0.58,0.30,-3.30,5.680,0.45,-0.27,0.69
,,,,,,,,,,,5.690,0.58,0.40,-48.71,5.690,0.52,-0.81,22.85,5.690,0.52,-0.39,-1.92,5.690,0.57,0.12,-17.86,2.845,0.40,-0.22,4.34,5.690,0.61,0.30,-6.02,5.690,0.53,-0.02,-9.93,5.690,0.58,-0.32,-1.75,5.690,0.58,0.27,0.62,5.690,0.44,-0.25,3.04
,,,,,,,,,,,5.700,0.58,-0.14,-3.74,5.700,0.51,-0.65,7.83,5.700,0.51,-0.40,0.07,5.700,0.57,-0.02,15.01,2.850,0.40,-0.61,-81.91,5.700,0.61,-0.03,-19.47,5.700,0.53,-0.10,11.37,5.700,0.58,-0.17,25.23,5.700,0.59,0.32,6.44,5.700,0.44,-0.21,-4.57
,,,,,,,,,,,5.710,0.58,0.33,32.23,5.710,0.51,-0.65,0.74,5.710,0.51,-0.39,-3.94,5.710,0.57,0.42,14.29,2.855,0.40,-1.04,-4.07,5.710,0.61,-0.09,12.90,5.710,0.53,0.21,28.66,5.710,0.58,0.18,30.41,5.710,0.59,0.40,23.13,5.710,0.44,-0.34,-7.78
,,,,,,,,,,,5.720,0.59,0.51,-12.32,5.720,0.50,-0.63,1.79,5.720,0.50,-0.48,-4.70,5.720,0.58,0.27,-25.89,2.860,0.39,-0.65,110.05,5.720,0.61,0.23,16.70,5.720,0.53,0.48,-13.78,5.720,0.58,0.44,6.16,5.720,0.59,0.78,-6.04,5.720,0.44,-0.36,7.74
,,,,,,,,,,,5.730,0.59,0.08,-36.78,5.730,0.49,-0.61,1.12,5.730,0.50,-0.49,5.11,5.730,0.58,-0.09,16.67,2.865,0.39,0.06,19.52,5.730,0.61,0.24,-8.44,5.730,0.54,-0.07,-29.53,5.730,0.58,0.30,-27.72,5.730,0.61,0.28,-49.25,5.730,0.43,-0.19,8.57
,,,,,,,,,,,5.740,0.59,-0.23,-19.14,5.740,0.49,-0.61,2.41,5.740,0.49,-0.38,6.17,5.740,0.58,0.60,21.43,2.870,0.39,-0.45,-40.78,5.740,0.61,0.06,-10.82,5.740,0.53,-0.11,18.52,5.740,0.59,-0.11,-31.11,5.740,0.60,-0.21,6.08,5.740,0.43,-0.19,1.13
,,,,,,,,,,,5.750,0.58,-0.30,-6.25,5.750,0.48,-0.56,3.89,5.750,0.49,-0.36,1.54,5.750,0.59,0.33,-29.65,2.875,0.39,-0.35,36.84,5.750,0.61,0.03,-1.80,5.750,0.54,0.30,10.75,5.750,0.58,-0.32,-1.13,5.750,0.60,0.40,20.87,5.750,0.43,-0.17,2.64
,,,,,,,,,,,5.760,0.58,-0.35,-5.76,5.760,0.48,-0.53,3.77,5.760,0.49,-0.35,2.90,5.760,0.59,0.01,-6.88,2.880,0.39,-0.08,-72.62,5.760,0.61,0.02,-1.21,5.760,0.54,0.10,-6.62,5.760,0.58,-0.14,24.88,5.760,0.61,0.21,-25.61,5.760,0.43,-0.14,1.89
,,,,,,,,,,,5.770,0.58,-0.42,1.57,5.770,0.47,-0.49,4.63,5.770,0.48,-0.31,3.94,5.770,0.59,0.20,21.68,2.885,0.39,-1.08,33.42,5.770,0.61,0.00,-1.87,5.770,0.54,0.17,5.85,5.770,0.58,0.18,25.91,5.770,0.61,-0.11,2.85,5.770,0.43,-0.13,4.36
,,,,,,,,,,,5.780,0.57,-0.32,-3.66,5.780,0.47,-0.44,5.44,5.780,0.48,-0.27,3.45,5.780,0.59,0.44,13.19,2.890,0.38,0.25,116.31,5.780,0.61,-0.02,-0.94,5.780,0.54,0.22,-9.17,5.780,0.58,0.38,4.35,5.780,0.61,0.27,20.18,5.780,0.43,-0.05,4.40
,,,,,,,,,,,5.790,0.57,-0.49,23.45,5.790,0.46,-0.38,6.96,5.790,0.48,-0.24,3.39,5.790,0.60,0.46,-18.57,2.895,0.39,0.09,-60.87,5.790,0.61,-0.02,-0.35,5.790,0.54,-0.02,19.32,5.790,0.59,0.27,-16.46,5.790,0.61,0.30,-10.64,5.790,0.43,-0.04,-0.64
,,,,,,,,,,,5.800,0.56,0.15,1.35,5.800,0.46,-0.30,7.21,5.800,0.48,-0.20,3.76,5.800,0.60,0.07,-20.49,2.900,0.38,-0.36,-18.42,5.800,0.61,-0.02,-0.86,5.800,0.54,0.61,7.45,5.800,0.59,0.05,-20.39,5.800,0.61,0.06,-14.25,5.800,0.42,-0.07,0.87
,,,,,,,,,,,5.810,0.57,-0.46,-56.17,5.810,0.46,-0.24,0.81,5.810,0.47,-0.16,4.79,5.810,0.60,0.05,18.67,2.905,0.39,-0.10,73.69,5.810,0.61,-0.03,0.29,5.810,0.56,0.13,-19.29,5.810,0.59,-0.14,-8.78,5.810,0.61,0.01,-13.99,5.810,0.42,-0.02,4.73
,,,,,,,,,,,5.820,0.56,-0.98,26.14,5.820,0.45,-0.28,-0.68,5.820,0.47,-0.11,4.36,5.820,0.60,0.45,5.25,2.910,0.38,0.38,110.87,5.820,0.61,-0.02,-7.31,5.820,0.54,0.22,9.10,5.820,0.59,-0.12,1.44,5.820,0.61,-0.22,-17.28,5.820,0.42,0.03,5.05
,,,,,,,,,,,5.830,0.55,0.06,21.77,5.830,0.45,-0.25,16.80,5.830,0.47,-0.07,3.75,5.830,0.61,0.16,-11.61,2.915,0.39,1.01,-92.10,5.830,0.61,-0.18,-9.68,5.830,0.56,0.32,-23.72,5.830,0.59,-0.11,-0.52,5.830,0.61,-0.33,15.84,5.830,0.42,0.08,2.47
,,,,,,,,,,,5.840,0.56,-0.54,-61.37,5.840,0.45,0.05,14.76,5.840,0.47,-0.03,4.73,5.840,0.60,0.21,0.75,2.920,0.39,-0.54,-69.93,5.840,0.61,-0.21,4.73,5.840,0.55,-0.25,3.34,5.840,0.58,-0.13,5.73,5.840,0.61,0.09,12.22,5.840,0.43,0.08,-1.07
,,,,,,,,,,,5.850,0.54,-1.17,-13.19,5.850,0.45,0.05,-2.98,5.850,0.47,0.02,4.85,5.850,0.61,0.17,-6.14,2.925,0.38,0.31,123.80,5.850,0.61,-0.08,14.48,5.850,0.55,0.38,13.69,5.850,0.58,0.00,8.04,5.850,0.61,-0.09,-20.23,5.850,0.43,0.06,4.78
,,,,,,,,,,,5.860,0.53,-0.81,32.38,5.860,0.45,-0.01,10.98,5.860,0.47,0.06,3.93,5.860,0.61,0.09,9.01,2.930,0.39,0.69,-38.98,5.860,0.61,0.08,10.68,5.860,0.56,0.02,-10.42,5.860,0.58,0.03,6.60,5.860,0.60,-0.31,-6.10,5.860,0.43,0.17,4.99
,,,,,,,,,,,5.870,0.53,-0.52,16.15,5.870,0.45,0.26,18.36,5.870,0.47,0.10,3.50,5.870,0.61,0.35,-9.45,2.935,0.39,-0.08,16.40,5.870,0.61,0.13,-14.40,5.870,0.56,0.17,15.86,5.870,0.58,0.13,4.11,5.870,0.60,-0.21,17.43,5.870,0.43,0.16,-1.61
,,,,,,,,,,,5.880,0.52,-0.48,-3.97,5.880,0.46,0.36,1.13,5.880,0.47,0.13,2.95,5.880,0.61,-0.10,-22.72,2.940,0.39,0.86,71.36,5.880,0.61,-0.21,-20.02,5.880,0.56,0.34,-15.10,5.880,0.59,0.11,-6.74,5.880,0.60,0.04,2.38,5.880,0.43,0.14,0.59
,,,,,,,,,,,5.890,0.52,-0.60,-10.70,5.890,0.46,0.29,-2.32,5.890,0.48,0.16,3.32,5.890,0.61,-0.10,8.70,2.945,0.40,0.63,-48.17,5.890,0.60,-0.27,5.73,5.890,0.56,-0.13,10.34,5.890,0.59,0.00,-5.61,5.890,0.60,-0.16,-27.86,5.890,0.43,0.17,7.53
,,,,,,,,,,,5.900,0.51,-0.70,-6.39,5.900,0.46,0.31,6.44,5.900,0.48,0.20,4.47,5.900,0.61,0.08,7.00,2.950,0.40,0.38,-34.28,5.900,0.60,-0.10,18.17,5.900,0.56,0.54,15.90,5.900,0.59,0.00,1.09,5.900,0.60,-0.52,8.88,5.900,0.43,0.29,2.96
,,,,,,,,,,,5.910,0.50,-0.73,5.91,5.910,0.46,0.42,6.83,5.910,0.48,0.25,3.18,5.910,0.61,0.04,-5.24,2.955,0.40,0.29,-19.00,5.910,0.60,0.09,9.72,5.910,0.57,0.19,-52.40,5.910,0.59,0.02,-3.00,5.910,0.59,0.01,16.08,5.910,0.44,0.23,-9.98
,,,,,,,,,,,5.920,0.50,-0.58,11.11,5.920,0.47,0.45,3.31,5.920,0.48,0.26,1.72,5.920,0.61,-0.03,-5.50,2.960,0.40,0.19,49.14,5.920,0.61,0.10,-15.51,5.920,0.56,-0.50,12.07,5.920,0.59,-0.06,-7.27,5.920,0.60,-0.20,-31.81,5.920,0.44,0.09,5.48
,,,,,,,,,,,5.930,0.49,-0.50,5.19,5.930,0.47,0.48,4.34,5.930,0.48,0.28,1.65,5.930,0.61,-0.07,-2.34,2.965,0.40,0.78,46.02,5.930,0.60,-0.22,-16.10,5.930,0.56,0.43,56.79,5.930,0.58,-0.12,0.78,5.930,0.59,-0.62,6.96,5.930,0.44,0.34,12.29
,,,,,,,,,,,5.940,0.49,-0.47,4.94,5.940,0.48,0.54,4.03,5.940,0.49,0.30,1.84,5.940,0.61,-0.08,12.63,2.970,0.41,0.65,-70.32,5.940,0.60,-0.22,8.10,5.940,0.57,0.63,-19.07,5.940,0.58,-0.05,4.89,5.940,0.58,-0.06,28.64,5.940,0.44,0.34,-5.15
,,,,,,,,,,,5.950,0.48,-0.41,7.02,5.950,0.48,0.56,1.82,5.950,0.49,0.32,4.04,5.950,0.61,0.18,0.93,2.975,0.41,0.08,-53.28,5.950,0.60,-0.06,8.76,5.950,0.58,0.05,-47.97,5.950,0.58,-0.03,0.86,5.950,0.59,-0.05,-27.52,5.950,0.45,0.23,-5.71
,,,,,,,,,,,5.960,0.48,-0.33,6.04,5.960,0.49,0.57,8.09,5.960,0.49,0.38,6.69,5.960,0.62,-0.06,-28.03,2.980,0.41,0.11,144.27,5.960,0.60,-0.05,7.89,5.960,0.57,-0.33,-10.74,5.960,0.58,-0.03,0.79,5.960,0.58,-0.61,-1.28,5.960,0.45,0.22,-0.91
,,,,,,,,,,,5.970,0.47,-0.28,5.92,5.970,0.50,0.72,7.58,5.970,0.50,0.45,2.10,5.970,0.61,-0.38,9.78,2.985,0.41,1.52,149.90,5.970,0.60,0.10,9.05,5.970,0.57,-0.16,15.57,5.970,0.58,-0.01,1.51,5.970,0.58,-0.08,28.67,5.970,0.45,0.21,-0.54
,,,,,,,,,,,5.980,0.47,-0.22,6.89,5.980,0.50,0.73,-12.74,5.980,0.50,0.42,-4.48,5.980,0.61,0.14,11.65,2.990,0.43,1.61,-189.89,5.980,0.60,0.13,-5.36,5.980,0.57,-0.02,22.86,5.980,0.58,0.00,0.07,5.980,0.58,-0.04,-16.94,5.980,0.45,0.21,0.54
,,,,,,,,,,,5.990,0.47,-0.15,6.83,5.990,0.51,0.47,-4.70,5.990,0.51,0.36,-3.25,5.990,0.61,-0.15,-16.66,2.995,0.43,-0.38,-36.56,5.990,0.60,-0.01,-7.93,5.990,0.57,0.29,17.67,5.990,0.58,-0.01,-0.58,5.990,0.57,-0.41,-6.25,5.990,0.46,0.23,-0.32
,,,,,,,,,,,6.000,0.47,-0.08,7.31,6.000,0.51,0.63,3.02,6.000,0.51,0.35,-1.16,6.000,0.60,-0.19,-0.43,3.000,0.42,1.25,183.97,6.000,0.60,-0.03,-1.24,6.000,0.57,0.34,-32.98,6.000,0.58,-0.01,0.43,6.000,0.57,-0.16,13.21,6.000,0.46,0.21,-1.29
,,,,,,,,,,,6.010,0.47,-7.85E-4,7.37,6.010,0.52,0.53,-4.04,6.010,0.51,0.34,-1.43,6.010,0.61,-0.16,-0.43,3.005,0.44,1.46,-28.49,6.010,0.60,-0.03,1.14,6.010,0.58,-0.37,-49.36,6.010,0.58,0.00,0.50,6.010,0.57,-0.15,-10.06,6.010,0.46,0.20,-1.11
,,,,,,,,,,,6.020,0.47,0.07,6.93,6.020,0.52,0.55,-3.77,6.020,0.52,0.33,-7.85,6.020,0.60,-0.20,-0.51,3.010,0.44,0.96,-43.00,6.020,0.60,0.00,2.38,6.020,0.57,-0.65,10.76,6.020,0.58,0.00,0.00,6.020,0.57,-0.36,11.84,6.020,0.46,0.19,-2.52
,,,,,,,,,,,6.030,0.47,0.14,6.44,6.030,0.53,0.46,2.65,6.030,0.52,0.18,-3.37,6.030,0.60,-0.17,0.00,3.015,0.45,1.03,6.10,6.030,0.60,0.02,1.01,6.030,0.56,-0.15,60.16,6.030,0.58,0.00,0.00,6.030,0.56,0.09,23.13,6.030,0.46,0.15,-3.12
,,,,,,,,,,,6.040,0.47,0.20,6.50,6.040,0.53,0.60,26.59,6.040,0.52,0.26,22.33,6.040,0.60,-0.20,-0.23,3.020,0.45,1.02,31.99,6.040,0.60,0.02,0.08,6.040,0.56,0.55,-1.97,6.040,0.58,0.00,0.00,6.040,0.57,0.10,-27.16,6.040,0.47,0.12,-2.21
,,,,,,,,,,,6.050,0.47,0.27,6.18,6.050,0.55,0.99,-12.03,6.050,0.53,0.63,0.30,6.050,0.60,-0.17,1.52,3.025,0.46,1.35,-1.84,6.050,0.60,0.02,0.47,6.050,0.57,-0.19,-66.99,6.050,0.58,0.00,0.00,6.050,0.57,-0.46,-16.77,6.050,0.47,0.11,-1.66
