0.16,1.266,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #18,Run #18,,,,
0.17,0.8546,Amplitude (cm),Time Delay (s),?? (1/s),Peak to Peak Amplitude (cm),Net Amplitude (cm),Time of Peak 40% (s),Peak Height 40% (cm),ln(Peak Height 40%) (cm),Time of Undamped Peak (s),Undamped Peak Height (cm),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),,,,
9.33,-1.8833,,,,,,,,,,,9.15,-4.4048,0.7,218.95,0.002,9.15,0.3767,3.52,-90.11,-0.002,1.83,-4.075,7.59,-247.33,0.009,1.83,0.1016,0.78,90.09,0.003,1.83,-0.2204,-2.58,-8.09,5.435,1.83,2.2739,-4.3,-43.02,0.002,1.83,0.2064,-9.79,499.86,0.004,1.83,-0.2875,-5.37,-329.06,0.009,1.83,0.4829,18.06,59.59,0.002,1.83,0.7807,-6.63,-30.46,0.003,1.83,1.338,-19.69,185.29,0.009,1.83,-0.5768,-10.48,133.07,5.433,1.83,1.0613,6.02,-150,7.42E-04,1.83,3.1874,-4.21,-94.96,0.004,1.83,-1.9387,15.4,85.89,-0.005,1.83,-0.0902,-15.57,137.28,5.35E-04,1.83,0.8478,-5.16,47.21,0.002,,,,
9.34,-1.6117,,,,,,,,,,,9.16,-4.3892,2.42,171.96,3.27E-04,9.16,0.3923,2.58,-42.98,-0.002,1.832,,,,0.008,1.832,,,,4.61E-04,1.832,,,,5.435,1.832,,,,0.002,1.832,,,,0.01,1.832,,,,0.003,1.832,,,,0.01,1.832,,,,0.007,1.832,,,,0.003,1.832,,,,5.431,1.832,,,,0.002,1.832,,,,0.011,1.832,,,,-0.002,1.832,,,,0.002,1.832,,,,-0.004,,,,
9.35,-1.5051,,,,,,,,,,,9.17,-4.3564,4.14,175.91,-0.002,9.17,0.4283,2.66,-43,0.002,1.834,,,,0.002,1.834,,,,-0.005,1.834,,,,5.43,1.834,,,,0.006,1.834,,,,0.005,1.834,,,,0.002,1.834,,,,0.007,1.834,,,,0.009,1.834,,,,0.002,1.834,,,,5.425,1.834,,,,0.004,1.834,,,,0.004,1.834,,,,0.002,1.834,,,,0.003,1.834,,,,-0.004,,,,
9.36,-1.2421,,,,,,,,,,,9.18,-4.3064,5.94,128.92,0.002,9.18,0.4455,1.72,-47.13,-0.003,1.836,,,,0.002,1.836,,,,8.03E-04,1.836,,,,5.426,1.836,,,,0.01,1.836,,,,0.003,1.836,,,,-7.84E-04,1.836,,,,0.003,1.836,,,,0.003,1.836,,,,-0.002,1.836,,,,4.807,1.836,,,,0.01,1.836,,,,0.002,1.836,,,,0.002,1.836,,,,0.01,1.836,,,,0.002,,,,
9.37,-1.0446,,,,,,,,,,,9.19,-4.2376,6.72,124.93,-0.003,9.19,0.4627,1.72,-2.15E-11,0.002,1.838,,,,-0.003,1.838,,,,0.003,1.838,,,,5.433,1.838,,,,0.004,1.838,,,,0.002,1.838,,,,2.646,1.838,,,,0.003,1.838,,,,0.002,1.838,,,,-0.005,1.838,,,,0.002,1.838,,,,0.004,1.838,,,,0.002,1.838,,,,0.008,1.838,,,,0.005,1.838,,,,0.002,,,,
9.38,-0.7471,,,,,,,,,,,9.2,-4.172,8.44,171.86,0.001,9.2,0.4799,1.72,-6.23E-12,-0.002,1.84,-4.0922,-1.79,-429.63,-0.005,1.84,0.1188,1.72,34.8,0.004,1.84,-0.2564,-2.74,86,5.434,1.84,2.2412,-4.21,-38.66,0.002,1.84,0.2179,-5.12,-288.65,-0.005,1.84,-0.3246,-13.54,-72.66,5.43,1.84,0.8583,18.29,-162.77,-0.003,1.84,0.7169,-9.38,-197.05,-6.35E-05,1.84,1.1953,-11.44,554.63,0.002,1.84,-0.6628,-8.6,94.07,0.003,1.84,1.1113,5.85,77.51,0.002,1.84,3.1358,-5.25,-0.02,-0.006,1.84,-1.8058,16.26,85.87,0.008,1.84,-0.2262,-14.63,43.1,0.002,1.84,0.7962,-5.16,0,0.007,,,,
9.39,-0.5101,,,,,,,,,,,9.21,-4.0688,10.16,171.85,1.11E-04,9.21,0.4971,1.72,7.65E-12,-0.002,1.842,,,,0.002,1.842,,,,0.01,1.842,,,,0.331,1.842,,,,3.03E-04,1.842,,,,-0.001,1.842,,,,5.433,1.842,,,,-0.003,1.842,,,,-0.006,1.842,,,,0.002,1.842,,,,0.01,1.842,,,,0.001,1.842,,,,-0.002,1.842,,,,0.002,1.842,,,,0.001,1.842,,,,0.009,,,,
9.4,-0.2315,,,,,,,,,,,9.22,-3.9689,11.88,171.81,-0.003,9.22,0.5143,1.72,2.78E-11,0.002,1.844,,,,0.003,1.844,,,,0.005,1.844,,,,0.011,1.844,,,,-0.005,1.844,,,,0.003,1.844,,,,5.436,1.844,,,,0.002,1.844,,,,0.001,1.844,,,,0.005,1.844,,,,0.005,1.844,,,,-0.006,1.844,,,,0.002,1.844,,,,0.002,1.844,,,,-0.006,1.844,,,,0.003,,,,
9.41,0.0073,,,,,,,,,,,9.23,-3.8313,13.59,171.8,0.002,9.23,0.5315,1.72,0,-0.003,1.846,,,,0.006,1.846,,,,0.002,1.846,,,,0.004,1.846,,,,4.25E-04,1.846,,,,0.002,1.846,,,,5.441,1.846,,,,0.003,1.846,,,,0.002,1.846,,,,0.011,1.846,,,,0.002,1.846,,,,-0.001,1.846,,,,0.003,1.846,,,,-0.002,1.846,,,,-0.001,1.846,,,,0.002,,,,
9.42,0.2651,,,,,,,,,,,9.24,-3.697,15.31,179.94,-0.003,9.24,0.5487,1.72,4.15,0.002,1.848,,,,0.01,1.848,,,,0.002,1.848,,,,0.002,1.848,,,,0.003,1.848,,,,0.009,1.848,,,,5.436,1.848,,,,0.007,1.848,,,,0.005,1.848,,,,0.004,1.848,,,,0.002,1.848,,,,0.002,1.848,,,,0.009,1.848,,,,-0.005,1.848,,,,0.002,1.848,,,,-0.001,,,,
9.43,0.5229,,,,,,,,,,,9.25,-3.5251,17.19,85.8,0.001,9.25,0.5659,1.8,-43,-0.002,1.85,-4.1108,-1,129,0.003,1.85,0.136,1.47,128.99,-0.005,1.85,-0.2752,-0.86,98.14,0.001,1.85,2.1896,-5.07,-90.38,0.003,1.85,0.104,-15.57,-515.96,0.007,1.85,-0.5584,-6.83,846.3,5.434,1.85,0.8487,14.8,236.32,0.008,1.85,0.5931,-10.57,69.44,0.011,1.85,1.1092,-8.6,145.97,0.003,1.85,-0.7488,-8.6,-3.96,-0.005,1.85,1.1783,7.57,193.12,0.003,1.85,3.0824,-4.21,8.93,0.007,1.85,-1.6136,17.11,81.96,0.002,1.85,-0.3827,-14.71,59.01,0.002,1.85,0.7446,-5.16,4.16,-0.006,,,,
9.44,0.7844,,,,,,,,,,,9.26,-3.3532,17.03,81.82,1.01E-04,9.26,0.5848,0.86,-47.15,-0.002,1.852,,,,0.002,1.852,,,,-7.72E-04,1.852,,,,-0.006,1.852,,,,0.01,1.852,,,,0.002,1.852,,,,5.433,1.852,,,,0.003,1.852,,,,0.004,1.852,,,,0.001,1.852,,,,-0.002,1.852,,,,0.01,1.852,,,,0.002,1.852,,,,0.002,1.852,,,,0.009,1.852,,,,0.001,,,,
9.45,1.0042,,,,,,,,,,,9.27,-3.1846,18.83,132.9,-0.002,9.27,0.5831,0.86,1.01E-11,0.002,1.854,,,,-2.44E-06,1.854,,,,0.003,1.854,,,,-2.44E-06,1.854,,,,0.005,1.854,,,,0.002,1.854,,,,5.426,1.854,,,,0.002,1.854,,,,0.002,1.854,,,,-0.006,1.854,,,,0.002,1.854,,,,0.007,1.854,,,,0.002,1.854,,,,0.005,1.854,,,,0.008,1.854,,,,0.002,,,,
9.46,1.2657,,,,,,,,,,,9.28,-2.9766,19.68,81.66,0.002,9.28,0.602,0.86,-3.83E-12,-0.003,1.856,,,,-0.006,1.856,,,,0.003,1.856,,,,0.003,1.856,,,,0.003,1.856,,,,-0.002,1.856,,,,5.431,1.856,,,,-5.64E-04,1.856,,,,0.002,1.856,,,,-8.20E-04,1.856,,,,0.002,1.856,,,,0.002,1.856,,,,-0.003,1.856,,,,0.01,1.856,,,,0.002,1.856,,,,0.004,,,,
9.47,1.4817,,,,,,,,,,,9.29,-2.7909,20.46,128.81,-0.003,9.29,0.6003,0.86,4.16,0.002,1.858,,,,8.89E-04,1.858,,,,0.009,1.858,,,,0.003,1.858,,,,0.002,1.858,,,,-0.005,1.858,,,,5.434,1.858,,,,-0.006,1.858,,,,-0.006,1.858,,,,0.003,1.858,,,,0.008,1.858,,,,0.002,1.858,,,,-0.004,1.858,,,,0.003,1.858,,,,0.002,1.858,,,,0.011,,,,
9.48,1.7776,,,,,,,,,,,9.3,-2.5674,22.26,137.19,0.001,9.3,0.6192,0.94,-38.84,-0.002,1.86,-4.1122,0.79,171.83,0.002,1.86,0.1482,4.3,137.15,0.008,1.86,-0.2736,-0.78,-47.04,0.01,1.86,2.1398,-6.02,-43.04,-0.005,1.86,-0.0934,-15.44,481.3,0.002,1.86,-0.4612,3.38,52.4,5.434,1.86,1.1544,23.02,29.21,8.40E-04,1.86,0.5054,-7.99,287.08,-9.55E-04,1.86,1.0232,-8.52,-43.01,0.003,1.86,-0.8349,-8.68,35.1,0.008,1.86,1.2626,9.71,-21.8,-0.004,1.86,3.0515,-5.07,-86.04,0.002,1.86,-1.4635,17.9,132.77,0.002,1.86,-0.5204,-13.45,-136.91,-0.003,1.86,0.693,-5.08,-43.01,0.004,,,,
9.49,2.0392,,,,,,,,,,,9.31,-2.3456,23.2,42.86,1.61E-04,9.31,0.6192,0.08,-86,-0.002,1.862,,,,0.004,1.862,,,,0.002,1.862,,,,0.007,1.862,,,,-0.002,1.862,,,,0.002,1.862,,,,5.442,1.862,,,,0.003,1.862,,,,0.003,1.862,,,,0.009,1.862,,,,0.002,1.862,,,,-0.004,1.862,,,,0.002,1.862,,,,3.76E-04,1.862,,,,-0.004,1.862,,,,0.002,,,,
9.5,2.2684,,,,,,,,,,,9.32,-2.1033,23.12,68.82,-0.003,9.32,0.6209,-0.78,-94.31,0.002,1.864,,,,0.011,1.864,,,,0.003,1.864,,,,0.002,1.864,,,,0.003,1.864,,,,0.006,1.864,,,,3.049,1.864,,,,0.005,1.864,,,,0.003,1.864,,,,0.006,1.864,,,,0.002,1.864,,,,0.002,1.864,,,,0.006,1.864,,,,-0.006,1.864,,,,0.002,1.864,,,,0.001,,,,
9.51,2.4384,,,,,,,,,,,9.33,-1.8833,24.58,-210.62,0.002,9.33,0.6037,-1.8,-4.16,-0.003,1.866,,,,0.005,1.866,,,,-0.003,1.866,,,,0.003,1.866,,,,0.003,1.866,,,,0.01,1.866,,,,0.003,1.866,,,,0.01,1.866,,,,0.009,1.866,,,,0.002,1.866,,,,-0.002,1.866,,,,0.002,1.866,,,,0.009,1.866,,,,-5.13E-05,1.866,,,,0.002,1.866,,,,-0.006,,,,
9.52,2.6314,,,,,,,,,,,9.34,-1.6117,18.91,-305.18,-0.003,9.34,0.5848,-0.86,51.31,0.002,1.868,,,,0.002,1.868,,,,-0.004,1.868,,,,-0.004,1.868,,,,0.009,1.868,,,,0.003,1.868,,,,0.003,1.868,,,,0.005,1.868,,,,0.007,1.868,,,,0.002,1.868,,,,-0.004,1.868,,,,0.007,1.868,,,,0.003,1.868,,,,0.002,1.868,,,,0.006,1.868,,,,-6.13E-04,,,,
9.53,2.788,,,,,,,,,,,9.35,-1.5051,18.48,206.08,0.001,9.35,0.5865,-0.78,-43,-0.002,1.87,-4.095,2.43,-401.16,0.002,1.87,0.222,4.22,43,0.003,1.87,-0.2908,-1.8,-4.04,-0.003,1.87,2.0692,-5.93,-34.36,0.008,1.87,-0.2048,-5.94,448.12,0.002,1.87,-0.4908,-5.78,-619.22,-0.004,1.87,1.3091,15.39,-330.05,0.003,1.87,0.4333,-4.83,-14.1,0.003,1.87,0.9389,-9.46,-55.58,-0.005,1.87,-0.9225,-7.9,133.01,0.002,1.87,1.3726,7.13,-274.91,0.009,1.87,2.9809,-5.93,-81.61,0.002,1.87,-1.2557,19.77,81.8,0.003,1.87,-0.6516,-17.45,-94.81,0.01,1.87,0.6431,-6.02,-55.47,0.002,,,,
9.54,2.9256,,,,,,,,,,,9.36,-1.2421,23.03,313.53,4.03E-05,9.36,0.5693,-1.72,-51.3,-0.001,1.872,,,,-0.005,1.872,,,,0.003,1.872,,,,0.002,1.872,,,,0.003,1.872,,,,3.15E-04,1.872,,,,-0.003,1.872,,,,0.002,1.872,,,,0.002,1.872,,,,-0.002,1.872,,,,0.002,1.872,,,,0.002,1.872,,,,-4.30E-04,1.872,,,,0.01,1.872,,,,0.003,1.872,,,,0.002,,,,
9.55,3.0651,,,,,,,,,,,9.37,-1.0446,24.75,184.94,-0.003,9.37,0.5521,-1.8,43,0.002,1.874,,,,-9.55E-04,1.874,,,,0.007,1.874,,,,0.003,1.874,,,,0.002,1.874,,,,-0.006,1.874,,,,0.002,1.874,,,,-0.006,1.874,,,,-0.004,1.874,,,,0.002,1.874,,,,0.006,1.874,,,,0.002,1.874,,,,-0.006,1.874,,,,0.006,1.874,,,,0.002,1.874,,,,0.009,,,,
9.56,3.1874,,,,,,,,,,,9.38,-0.7471,26.73,51.68,0.002,9.38,0.5332,-0.86,51.29,-0.003,1.876,,,,0.003,1.876,,,,0.01,1.876,,,,0.007,1.876,,,,-0.002,1.876,,,,6.69E-04,1.876,,,,0.002,1.876,,,,-0.001,1.876,,,,-0.003,1.876,,,,0.003,1.876,,,,0.01,1.876,,,,-0.001,1.876,,,,9.50E-04,1.876,,,,0.002,1.876,,,,-5.27E-04,1.876,,,,0.007,,,,
9.57,3.2926,,,,,,,,,,,9.39,-0.5101,25.78,-42.83,-0.003,9.39,0.5349,-0.78,-43,0.002,1.878,,,,0.002,1.878,,,,0.003,1.878,,,,0.009,1.878,,,,-0.005,1.878,,,,0.003,1.878,,,,0.008,1.878,,,,0.003,1.878,,,,0.002,1.878,,,,0.008,1.878,,,,0.003,1.878,,,,-0.006,1.878,,,,0.002,1.878,,,,0.002,1.878,,,,-0.006,1.878,,,,0.002,,,,
9.58,3.3805,,,,,,,,,,,9.4,-0.2315,25.87,-47.51,0.002,9.4,0.5177,-1.72,-51.29,-0.002,1.88,-4.0635,-7.23,-346.9,0.009,1.88,0.2326,5.16,63.57,0.003,1.88,-0.3096,-0.86,47.04,0.003,1.88,2.0211,-6.71,-129.07,0.002,1.88,-0.2123,-6.48,-270.21,0.003,1.88,-0.5768,-9,53.98,0.01,1.88,1.4622,16.42,4.22,0.003,1.88,0.4088,-8.27,-377.11,0.003,1.88,0.834,-9.63,90.19,0.008,1.88,-0.9929,-6.02,97.9,0.002,1.88,1.4053,4.21,-102.96,0.001,1.88,2.9329,-6.7,-137.92,0.004,1.88,-1.0681,19.53,124.92,-0.005,1.88,-0.8693,-15.34,563.77,0.001,1.88,0.5726,-6.19,77.73,0.002,,,,
9.59,3.4513,,,,,,,,,,,9.41,0.0073,24.83,-4.45,1.23E-04,9.41,0.5005,-1.8,43,-0.002,1.882,,,,0.007,1.882,,,,-7.10E-04,1.882,,,,0.003,1.882,,,,0.003,1.882,,,,0.01,1.882,,,,0.003,1.882,,,,0.009,1.882,,,,0.007,1.882,,,,0.003,1.882,,,,4.61E-04,1.882,,,,0.002,1.882,,,,0.01,1.882,,,,-0.003,1.882,,,,0.002,1.882,,,,-0.004,,,,
9.6,3.5048,,,,,,,,,,,9.42,0.2651,25.78,56.66,-0.003,9.42,0.4816,-0.86,38.87,0.002,1.884,,,,0.002,1.884,,,,-0.005,1.884,,,,-0.002,1.884,,,,0.006,1.884,,,,0.006,1.884,,,,0.002,1.884,,,,0.006,1.884,,,,0.009,1.884,,,,0.003,1.884,,,,-0.006,1.884,,,,0.004,1.884,,,,0.005,1.884,,,,0.002,1.884,,,,0.004,1.884,,,,-0.004,,,,
9.61,3.5392,,,,,,,,,,,9.43,0.5229,25.96,-85.94,0.002,9.43,0.4833,-1.03,98.43,-0.003,1.886,,,,0.002,1.886,,,,0.002,1.886,,,,-0.005,1.886,,,,0.01,1.886,,,,0.002,1.886,,,,-9.79E-04,1.886,,,,0.002,1.886,,,,0.003,1.886,,,,-0.002,1.886,,,,1.81E-04,1.886,,,,0.011,1.886,,,,0.002,1.886,,,,0.002,1.886,,,,0.01,1.886,,,,0.002,,,,
9.62,3.5776,,,,,,,,,,,9.44,0.7844,24.06,-95.03,-0.003,9.44,0.4611,1.11,-18.19,0.002,1.888,,,,-0.003,1.888,,,,0.003,1.888,,,,0.002,1.888,,,,0.003,1.888,,,,0.002,1.888,,,,-0.005,1.888,,,,0.003,1.888,,,,0.002,1.888,,,,-0.005,1.888,,,,0.002,1.888,,,,0.005,1.888,,,,0.002,1.888,,,,0.008,1.888,,,,0.005,1.888,,,,0.002,,,,
9.63,3.5776,,,,,,,,,,,9.45,1.0042,24.06,-9.39,0.001,9.45,0.5054,-1.39,-325.87,-0.002,1.89,-4.2397,-4.5,1393.42,-0.005,1.89,0.3252,5.49,-167.87,0.005,1.89,-0.308,-0.86,-2.78E-11,0.003,1.89,1.935,-8.52,-142.01,0.002,1.89,-0.3343,-11.34,-157.34,-0.005,1.89,-0.6708,-4.7,458.08,0.002,1.89,1.6375,15.47,-42.9,-0.004,1.89,0.2679,-12.37,-20.63,-8.81E-04,1.89,0.7463,-7.66,55.55,0.002,1.89,-1.0429,-5.94,-19.41,0.003,1.89,1.4569,5.07,85.96,0.002,1.89,2.8469,-8.69,-51.92,-0.006,1.89,-0.865,22.27,187.66,0.008,1.89,-0.9584,-6.17,43.83,0.002,1.89,0.5193,-4.47,163.79,0.006,,,,
9.64,3.5816,,,,,,,,,,,9.46,1.2657,23.87,76.48,5.62E-05,9.46,0.4333,-5.41,-51.3,-0.002,1.892,,,,0.002,1.892,,,,0.011,1.892,,,,0.005,1.892,,,,4.25E-04,1.892,,,,-0.002,1.892,,,,0.003,1.892,,,,-0.003,1.892,,,,-0.005,1.892,,,,0.002,1.892,,,,0.01,1.892,,,,0.001,1.892,,,,-0.002,1.892,,,,0.002,1.892,,,,0.001,1.892,,,,0.009,,,,
9.65,3.5472,,,,,,,,,,,9.47,1.4817,25.59,200.18,-0.002,9.47,0.3973,-2.42,63.66,0.002,1.894,,,,0.002,1.894,,,,0.004,1.894,,,,0.011,1.894,,,,-0.006,1.894,,,,0.003,1.894,,,,0.005,1.894,,,,0.002,1.894,,,,0.001,1.894,,,,0.005,1.894,,,,0.005,1.894,,,,-0.006,1.894,,,,0.002,1.894,,,,0.002,1.894,,,,-0.006,1.894,,,,0.002,,,,
9.66,3.5147,,,,,,,,,,,9.48,1.7776,27.88,-52.64,0.002,9.48,0.385,-4.14,-184.41,-0.003,1.896,,,,0.006,1.896,,,,0.003,1.896,,,,0.004,1.896,,,,6.08E-04,1.896,,,,0.002,1.896,,,,0.01,1.896,,,,0.002,1.896,,,,0.003,1.896,,,,0.01,1.896,,,,0.002,1.896,,,,-0.001,1.896,,,,0.002,1.896,,,,-0.002,1.896,,,,-0.002,1.896,,,,0.002,,,,
9.67,3.4631,,,,,,,,,,,9.49,2.0392,24.54,-395.9,-0.003,9.49,0.3145,-6.1,-59.47,0.002,1.898,,,,0.009,1.898,,,,0.002,1.898,,,,0.003,1.898,,,,0.002,1.898,,,,0.009,1.898,,,,0.004,1.898,,,,0.006,1.898,,,,0.004,1.898,,,,0.003,1.898,,,,0.002,1.898,,,,0.002,1.898,,,,0.009,1.898,,,,-0.005,1.898,,,,0.002,1.898,,,,-0.001,,,,
9.68,3.4155,,,,,,,,,,,9.5,2.2684,19.96,-319.67,0.001,9.5,0.2629,-5.32,129.04,-0.002,1.9,-4.1536,20.63,1292.37,0.003,1.9,0.3424,1.8,-231.42,-0.005,1.9,-0.3268,-0.86,4.04,0.002,1.9,1.8507,-9.55,-8.62,0.003,1.9,-0.4392,-9.62,160.13,0.008,1.9,-0.6708,0.16,153.02,0.003,1.9,1.7716,15.56,-34.31,0.009,1.9,0.1614,-8.68,235.65,0.011,1.9,0.6808,-8.52,-94.35,0.002,1.9,-1.1117,-6.41,-324.56,-0.006,1.9,1.5068,5.93,94.52,0.003,1.9,2.7591,-7.74,51.86,0.007,1.9,-0.6228,23.28,-0.11,0.002,1.9,-0.9927,-14.47,-575.61,0.002,1.9,0.4833,-2.91,253.89,-0.005,,,,
9.69,3.3334,,,,,,,,,,,9.51,2.4384,18.15,-123.88,-6.10E-06,9.51,0.208,-3.52,141.34,-0.002,1.902,,,,0.002,1.902,,,,-0.001,1.902,,,,-0.005,1.902,,,,0.01,1.902,,,,0.002,1.902,,,,0.001,1.902,,,,0.003,1.902,,,,0.004,1.902,,,,3.15E-04,1.902,,,,-0.002,1.902,,,,0.009,1.902,,,,0.002,1.902,,,,0.002,1.902,,,,0.009,1.902,,,,0.002,,,,
9.7,3.211,,,,,,,,,,,9.52,2.6314,17.48,-171.84,-0.002,9.52,0.1925,-2.5,0.02,0.002,1.904,,,,-1.00E-04,1.904,,,,0.003,1.904,,,,-4.66E-04,1.904,,,,0.006,1.904,,,,0.002,1.904,,,,-0.006,1.904,,,,0.003,1.904,,,,0.002,1.904,,,,-0.005,1.904,,,,0.002,1.904,,,,0.007,1.904,,,,0.002,1.904,,,,0.005,1.904,,,,0.007,1.904,,,,0.002,,,,
9.71,3.1097,,,,,,,,,,,9.53,2.788,14.71,-181.48,0.002,9.53,0.1581,-3.52,-4.1,-0.003,1.906,,,,-0.005,1.906,,,,0.003,1.906,,,,0.003,1.906,,,,0.003,1.906,,,,-0.003,1.906,,,,-5.15E-04,1.906,,,,-0.002,1.906,,,,0.001,1.906,,,,-1.49E-04,1.906,,,,0.002,1.906,,,,0.003,1.906,,,,-0.003,1.906,,,,0.01,1.906,,,,0.002,1.906,,,,0.004,,,,
9.72,2.9932,,,,,,,,,,,9.54,2.9256,13.85,-80.99,-0.003,9.54,0.122,-2.58,51.19,0.002,1.908,,,,9.50E-04,1.908,,,,0.01,1.908,,,,0.003,1.908,,,,0.002,1.908,,,,-0.005,1.908,,,,0.002,1.908,,,,-0.005,1.908,,,,-0.006,1.908,,,,0.002,1.908,,,,0.009,1.908,,,,0.002,1.908,,,,-0.004,1.908,,,,0.003,1.908,,,,0.002,1.908,,,,0.011,,,,
9.73,2.8364,,,,,,,,,,,9.55,3.0651,13.09,-123.97,0.002,9.55,0.1065,-2.5,-43,-0.002,1.91,-3.827,21.34,-444.38,0.002,1.91,0.3612,0.86,-47.12,0.007,1.91,-0.3252,-0.78,-43,0.011,1.91,1.7441,-8.69,103.17,-0.005,1.91,-0.5268,-8.14,309.14,0.002,1.91,-0.6676,-1.64,-133.01,0.003,1.91,1.9487,14.79,-137.59,0.001,1.91,0.0942,-7.66,4.11,-9.79E-04,1.91,0.5759,-9.55,-4.17,0.003,1.91,-1.1711,-12.43,-117.58,0.008,1.91,1.5756,6.96,8.55,-0.004,1.91,2.692,-7.65,-38.62,0.002,1.91,-0.3993,22.26,-16.22,0.002,1.91,-1.2478,-17.68,625.49,-0.003,1.91,0.4611,0.61,371.45,0.004,,,,
9.74,2.7045,,,,,,,,,,,9.56,3.1874,11.37,-171.83,-7.32E-06,9.56,0.0721,-3.44,-51.18,-0.001,1.912,,,,0.004,1.912,,,,0.003,1.912,,,,0.006,1.912,,,,-0.002,1.912,,,,0.002,1.912,,,,0.01,1.912,,,,0.002,1.912,,,,0.002,1.912,,,,0.01,1.912,,,,0.002,1.912,,,,-0.004,1.912,,,,0.002,1.912,,,,-8.79E-05,1.912,,,,-0.004,1.912,,,,0.002,,,,
9.75,2.5152,,,,,,,,,,,9.57,3.2926,9.65,-171.86,-0.003,9.57,0.0377,-3.52,47.08,0.002,1.914,,,,0.011,1.914,,,,0.002,1.914,,,,0.003,1.914,,,,0.002,1.914,,,,0.006,1.914,,,,0.006,1.914,,,,0.005,1.914,,,,0.003,1.914,,,,0.006,1.914,,,,0.002,1.914,,,,0.002,1.914,,,,0.006,1.914,,,,-0.006,1.914,,,,0.002,1.914,,,,0.001,,,,
9.76,2.3259,,,,,,,,,,,9.58,3.3805,7.94,-171.89,0.002,9.58,0.0016,-2.5,8.16,-0.003,1.916,,,,0.005,1.916,,,,-0.003,1.916,,,,0.003,1.916,,,,0.003,1.916,,,,0.009,1.916,,,,0.002,1.916,,,,0.01,1.916,,,,0.009,1.916,,,,0.003,1.916,,,,-0.003,1.916,,,,0.002,1.916,,,,0.009,1.916,,,,2.91E-04,1.916,,,,0.002,1.916,,,,-0.006,,,,
9.77,2.1385,,,,,,,,,,,9.59,3.4513,6.22,-176.87,-0.003,9.59,-0.0123,-3.36,-94.16,0.002,1.918,,,,0.003,1.918,,,,-0.003,1.918,,,,-0.004,1.918,,,,0.008,1.918,,,,0.003,1.918,,,,0.002,1.918,,,,0.004,1.918,,,,0.006,1.918,,,,0.003,1.918,,,,-0.005,1.918,,,,0.007,1.918,,,,0.003,1.918,,,,0.003,1.918,,,,0.006,1.918,,,,-8.45E-04,,,,
