0.16,1.266,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #18,Run #18,,,,
0.17,0.8546,Amplitude (cm),Time Delay (s),?? (1/s),Peak to Peak Amplitude (cm),Net Amplitude (cm),Time of Peak 40% (s),Peak Height 40% (cm),ln(Peak Height 40%) (cm),Time of Undamped Peak (s),Undamped Peak Height (cm),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),,,,
9.78,1.932,,,,,,,,,,,9.6,3.5048,4.4,-128.94,0.001,9.6,-0.0655,-4.38,-8.14,-0.002,1.92,-3.7268,11.75,-297.13,0.002,1.92,0.3596,0.86,-2.73E-11,0.002,1.92,-0.3424,-1.72,-51.07,-0.003,1.92,1.677,-7.48,-77.45,0.008,1.92,-0.602,-3.44,243.11,0.003,1.92,-0.7036,-2.5,-93.98,-0.004,1.92,2.0673,12.81,-47.21,0.003,1.92,0.0082,-8.6,-47.11,0.002,1.92,0.4899,-8.6,47.18,-0.005,1.92,-1.3604,-8.76,805.41,0.002,1.92,1.6461,6.1,-85.96,0.009,1.92,2.606,-8.51,-90.45,0.002,1.92,-0.1775,22.96,175.88,0.003,1.92,-1.3463,-1.96,954.48,0.01,1.92,0.4955,4.52,-401.06,0.002,,,,
9.79,1.7274,,,,,,,,,,,9.61,3.5392,3.64,-124.01,-2.06E-04,9.61,-0.0999,-3.52,90.09,-0.001,1.922,,,,-0.005,1.922,,,,0.003,1.922,,,,0.002,1.922,,,,0.003,1.922,,,,5.86E-05,1.922,,,,-0.003,1.922,,,,0.001,1.922,,,,0.002,1.922,,,,-0.003,1.922,,,,0.002,1.922,,,,0.003,1.922,,,,-6.62E-04,1.922,,,,0.01,1.922,,,,0.002,1.922,,,,0.002,,,,
9.8,1.5036,,,,,,,,,,,9.62,3.5776,1.92,-171.98,-0.003,9.62,-0.136,-2.58,47.07,0.002,1.924,,,,-0.002,1.924,,,,0.007,1.924,,,,0.003,1.924,,,,0.002,1.924,,,,-0.006,1.924,,,,0.003,1.924,,,,-0.006,1.924,,,,-0.003,1.924,,,,0.003,1.924,,,,0.006,1.924,,,,0.002,1.924,,,,-0.006,1.924,,,,0.006,1.924,,,,0.002,1.924,,,,0.01,,,,
9.81,1.2836,,,,,,,,,,,9.63,3.5776,0.2,-172,0.002,9.63,-0.1516,-2.58,2.41E-12,-0.003,1.926,,,,0.003,1.926,,,,0.009,1.926,,,,0.007,1.926,,,,-0.002,1.926,,,,3.39E-04,1.926,,,,0.003,1.926,,,,-3.20E-04,1.926,,,,-0.003,1.926,,,,0.003,1.926,,,,0.01,1.926,,,,-7.47E-04,1.926,,,,0.001,1.926,,,,0.002,1.926,,,,-5.40E-04,1.926,,,,0.007,,,,
9.82,1.0217,,,,,,,,,,,9.64,3.5816,-1.52,-176.99,-0.003,9.64,-0.1876,-2.58,2.41E-12,0.002,1.928,,,,0.002,1.928,,,,0.003,1.928,,,,0.009,1.928,,,,-0.005,1.928,,,,0.003,1.928,,,,0.007,1.928,,,,0.003,1.928,,,,0.002,1.928,,,,0.008,1.928,,,,0.003,1.928,,,,-0.006,1.928,,,,0.002,1.928,,,,0.002,1.928,,,,-0.006,1.928,,,,0.002,,,,
9.83,0.7998,,,,,,,,,,,9.65,3.5472,-3.34,-133.99,0.002,9.65,-0.2032,-2.58,-4.05,-0.002,1.93,-3.5921,15.4,221.95,0.009,1.93,0.3784,0.86,2.73E-11,0.002,1.93,-0.3596,-1.8,38.97,0.003,1.93,1.5944,-10.24,-193.46,0.002,1.93,-0.5956,-3.28,-82.03,0.003,1.93,-0.7176,-3.52,-15.94,0.009,1.93,2.2049,13.84,4.32,0.003,1.93,-0.0779,-8.6,-4.05,0.002,1.93,0.4039,-8.6,-9.09E-12,0.008,1.93,-1.3463,3.67,492.78,0.002,1.93,1.6977,5.25,-90.26,0.001,1.93,2.5217,-9.46,-47.43,0.004,1.93,0.0598,25.78,149.27,-0.006,1.93,-1.2869,1.41,-160.25,1.81E-04,1.93,0.5514,-7.41,-826.4,0.002,,,,
9.84,0.5607,,,,,,,,,,,9.66,3.5147,-4.2,-81.09,3.54E-05,9.66,-0.2392,-2.66,43,-0.001,1.932,,,,0.008,1.932,,,,-6.49E-04,1.932,,,,0.002,1.932,,,,0.002,1.932,,,,0.01,1.932,,,,0.003,1.932,,,,0.01,1.932,,,,0.007,1.932,,,,0.002,1.932,,,,5.86E-05,1.932,,,,0.002,1.932,,,,0.01,1.932,,,,-0.003,1.932,,,,0.002,1.932,,,,-0.004,,,,
9.85,0.3025,,,,,,,,,,,9.67,3.4631,-4.96,-114.26,-0.002,9.67,-0.2564,-1.72,47.06,0.002,1.934,,,,0.002,1.934,,,,-0.005,1.934,,,,-6.86E-04,1.934,,,,0.005,1.934,,,,0.005,1.934,,,,0.002,1.934,,,,0.007,1.934,,,,0.009,1.934,,,,0.002,1.934,,,,-0.006,1.934,,,,0.004,1.934,,,,0.005,1.934,,,,0.002,1.934,,,,0.003,1.934,,,,-0.004,,,,
9.86,0.0443,,,,,,,,,,,9.68,3.4155,-6.49,-263.06,0.002,9.68,-0.2736,-1.72,0,-0.003,1.936,,,,0.003,1.936,,,,0.001,1.936,,,,-0.005,1.936,,,,0.01,1.936,,,,0.002,1.936,,,,-8.45E-04,1.936,,,,0.002,1.936,,,,0.003,1.936,,,,-0.002,1.936,,,,5.23E-04,1.936,,,,0.01,1.936,,,,0.002,1.936,,,,0.003,1.936,,,,0.01,1.936,,,,0.002,,,,
9.87,-0.2139,,,,,,,,,,,9.69,3.3334,-10.22,-234.87,-0.003,9.69,-0.2908,-1.72,-6.23E-12,0.002,1.938,,,,-0.002,1.938,,,,0.003,1.938,,,,0.002,1.938,,,,0.003,1.938,,,,0.002,1.938,,,,-0.005,1.938,,,,0.003,1.938,,,,0.002,1.938,,,,-0.005,1.938,,,,0.002,1.938,,,,0.004,1.938,,,,0.002,1.938,,,,0.008,1.938,,,,0.004,1.938,,,,0.002,,,,
9.88,-0.4721,,,,,,,,,,,9.7,3.211,-11.18,-33.29,0.002,9.7,-0.308,-1.72,-4.04,-0.002,1.94,-3.4187,16.19,114.08,-0.004,1.94,0.3767,0.86,8.26,0.004,1.94,-0.3784,-0.94,90.04,0.003,1.94,1.4722,-11.35,47.2,0.002,1.94,-0.6676,-5.08,-141,-0.006,1.94,-0.774,-2.82,175.99,0.001,1.94,2.3442,12.89,-42.92,-0.004,1.94,-0.1639,-8.68,38.97,-0.002,1.94,0.3178,-8.6,1.87E-11,0.002,1.94,-1.2869,1.09,-277.58,0.003,1.94,1.751,4.3,-51.59,0.002,1.94,2.4168,-9.46,8.72,-0.006,1.94,0.3381,25.95,-90.12,0.009,1.94,-1.3181,-5.16,-340.14,0.002,1.94,0.3473,-12.01,237.35,0.007,,,,
9.89,-0.7303,,,,,,,,,,,9.71,3.1097,-10.89,-124.18,-6.84E-05,9.71,-0.3252,-1.8,43,-0.001,1.942,,,,0.002,1.942,,,,0.01,1.942,,,,0.005,1.942,,,,3.15E-04,1.942,,,,-0.003,1.942,,,,0.003,1.942,,,,-0.003,1.942,,,,-0.006,1.942,,,,0.002,1.942,,,,0.01,1.942,,,,0.001,1.942,,,,-0.002,1.942,,,,0.002,1.942,,,,0.002,1.942,,,,0.009,,,,
9.9,-0.9885,,,,,,,,,,,9.72,2.9932,-13.67,-177.12,-0.002,9.72,-0.344,-0.86,51.07,0.002,1.944,,,,0.002,1.944,,,,0.005,1.944,,,,0.01,1.944,,,,-0.006,1.944,,,,0.002,1.944,,,,0.005,1.944,,,,0.002,1.944,,,,9.25E-04,1.944,,,,0.005,1.944,,,,0.005,1.944,,,,-0.006,1.944,,,,0.002,1.944,,,,0.002,1.944,,,,-0.006,1.944,,,,0.003,,,,
9.91,-1.2484,,,,,,,,,,,9.73,2.8364,-14.43,-119.47,0.002,9.73,-0.3424,-0.78,-43,-0.003,1.946,,,,0.006,1.946,,,,0.003,1.946,,,,0.004,1.946,,,,-1.98E-04,1.946,,,,0.002,1.946,,,,0.01,1.946,,,,0.003,1.946,,,,0.002,1.946,,,,0.01,1.946,,,,0.002,1.946,,,,-0.002,1.946,,,,0.002,1.946,,,,-0.003,1.946,,,,-0.002,1.946,,,,0.002,,,,
9.92,-1.4894,,,,,,,,,,,9.74,2.7045,-16.06,-224.9,-0.003,9.74,-0.3596,-1.72,-51.07,0.002,1.948,,,,0.009,1.948,,,,0.002,1.948,,,,0.003,1.948,,,,0.002,1.948,,,,0.009,1.948,,,,0.004,1.948,,,,0.007,1.948,,,,0.004,1.948,,,,0.003,1.948,,,,0.002,1.948,,,,0.002,1.948,,,,0.009,1.948,,,,-0.005,1.948,,,,0.003,1.948,,,,-0.001,,,,
9.93,-1.7321,,,,,,,,,,,9.75,2.5152,-18.93,-138.9,0.002,9.75,-0.3768,-1.8,38.97,-0.002,1.95,-3.2684,17.68,330.42,0.003,1.95,0.3956,1.03,-69.49,-0.005,1.95,-0.3784,0,47.03,0.002,1.95,1.3673,-9.29,17,0.003,1.95,-0.6972,-6.1,-23.9,0.007,1.95,-0.774,0,140.97,0.002,1.95,2.4628,12.98,-34.15,0.009,1.95,-0.2515,-7.82,90.09,0.01,1.95,0.2318,-8.6,1.39E-11,0.002,1.95,-1.3244,-1.88,-54.73,-0.006,1.95,1.7836,4.21,47.31,0.003,1.95,2.3325,-9.29,-86.03,0.007,1.95,0.5788,23.98,-114.24,0.002,1.95,-1.3901,-5.4,125.11,0.002,1.95,0.3112,-2.66,502.16,-0.005,,,,
9.94,-1.9558,,,,,,,,,,,9.76,2.3259,-18.83,-38.27,-6.96E-05,9.76,-0.3956,-0.94,94.06,-0.002,1.952,,,,0.002,1.952,,,,-7.59E-04,1.952,,,,-0.006,1.952,,,,0.01,1.952,,,,0.002,1.952,,,,0.001,1.952,,,,0.003,1.952,,,,0.004,1.952,,,,0.001,1.952,,,,-0.002,1.952,,,,0.01,1.952,,,,0.002,1.952,,,,0.002,1.952,,,,0.008,1.952,,,,0.001,,,,
9.95,-2.1795,,,,,,,,,,,9.77,2.1385,-19.7,-86.15,-0.002,9.77,-0.3956,0.08,0,0.002,1.954,,,,-2.10E-04,1.954,,,,0.003,1.954,,,,-6.37E-04,1.954,,,,0.006,1.954,,,,0.002,1.954,,,,-0.005,1.954,,,,0.002,1.954,,,,0.002,1.954,,,,-0.006,1.954,,,,0.002,1.954,,,,0.006,1.954,,,,0.002,1.954,,,,0.006,1.954,,,,0.007,1.954,,,,0.002,,,,
9.96,-2.4033,,,,,,,,,,,9.78,1.932,-20.56,-86.15,0.002,9.78,-0.394,-0.94,-8.06,-0.003,1.956,,,,-0.005,1.956,,,,0.003,1.956,,,,0.003,1.956,,,,0.003,1.956,,,,-0.003,1.956,,,,-6.35E-05,1.956,,,,-7.84E-04,1.956,,,,9.01E-04,1.956,,,,2.17E-04,1.956,,,,0.002,1.956,,,,0.002,1.956,,,,-0.003,1.956,,,,0.01,1.956,,,,0.002,1.956,,,,0.005,,,,
9.97,-2.6304,,,,,,,,,,,9.79,1.7274,-21.42,-81.49,-0.003,9.79,-0.4144,-0.08,94.05,0.002,1.958,,,,4.49E-04,1.958,,,,0.01,1.958,,,,0.003,1.958,,,,0.002,1.958,,,,-0.003,1.958,,,,0.002,1.958,,,,-0.005,1.958,,,,-0.006,1.958,,,,0.002,1.958,,,,0.009,1.958,,,,0.002,1.958,,,,-0.004,1.958,,,,0.003,1.958,,,,0.002,1.958,,,,0.011,,,,
9.98,-2.8197,,,,,,,,,,,9.8,1.5036,-22.19,-133.84,0.002,9.8,-0.3956,0.94,4.03E-04,-0.002,1.96,-3.0651,22.79,-39.67,0.002,1.96,0.3973,-0.53,-274.5,0.007,1.96,-0.3784,0,0,0.01,1.96,1.2864,-11.01,-189.01,-0.005,1.96,-0.7896,-5.56,262.01,0.002,1.96,-0.774,0,0,0.003,1.96,2.6038,12.21,-133.33,0.002,1.96,-0.3203,-6.88,51.09,-6.74E-04,1.96,0.1458,-8.6,0,0.002,1.96,-1.3244,0,89.92,0.008,1.96,1.8352,5.25,4.3,-0.004,1.96,2.231,-11.18,-99.13,0.002,1.96,0.8177,23.66,691.6,0.002,1.96,-1.426,-2.66,179.85,-0.003,1.96,0.294,-1.97,184.37,0.004,,,,
9.99,-3.009,,,,,,,,,,,9.81,1.2836,-24.1,-100.15,-8.30E-05,9.81,-0.3956,-0.08,-4.03,-0.001,1.962,,,,0.004,1.962,,,,0.003,1.962,,,,0.007,1.962,,,,-0.002,1.962,,,,0.002,1.962,,,,0.01,1.962,,,,0.002,1.962,,,,0.003,1.962,,,,0.01,1.962,,,,0.002,1.962,,,,-0.004,1.962,,,,0.002,1.962,,,,1.32E-04,1.962,,,,-0.005,1.962,,,,0.003,,,,
10,-3.1999,,,,,,,,,,,9.82,1.0217,-24.19,52.2,-0.003,9.82,-0.3972,0.86,47.03,0.002,1.964,,,,0.01,1.964,,,,0.002,1.964,,,,0.002,1.964,,,,0.002,1.964,,,,0.006,1.964,,,,0.006,1.964,,,,0.005,1.964,,,,0.003,1.964,,,,0.006,1.964,,,,0.002,1.964,,,,0.002,1.964,,,,0.007,1.964,,,,-0.006,1.964,,,,0.002,1.964,,,,9.62E-04,,,,
10.01,-3.3737,,,,,,,,,,,9.83,0.7998,-23.05,-33.8,0.002,9.83,-0.3784,0.86,-4.03,-0.003,1.966,,,,0.004,1.966,,,,-0.003,1.966,,,,0.003,1.966,,,,0.002,1.966,,,,0.009,1.966,,,,0.002,1.966,,,,0.01,1.966,,,,0.009,1.966,,,,0.002,1.966,,,,-0.003,1.966,,,,0.003,1.966,,,,0.009,1.966,,,,2.91E-04,1.966,,,,0.002,1.966,,,,-0.006,,,,
10.02,-3.5302,,,,,,,,,,,9.84,0.5607,-24.87,-138.38,-0.003,9.84,-0.38,0.78,47.03,0.002,1.968,,,,0.002,1.968,,,,-0.003,1.968,,,,-0.004,1.968,,,,0.008,1.968,,,,0.003,1.968,,,,0.002,1.968,,,,0.004,1.968,,,,0.006,1.968,,,,0.003,1.968,,,,-0.005,1.968,,,,0.007,1.968,,,,0.003,1.968,,,,0.002,1.968,,,,0.006,1.968,,,,-5.15E-04,,,,
10.03,-3.6678,,,,,,,,,,,9.85,0.3025,-25.82,-47.65,0.002,9.85,-0.3628,1.8,4.03,-0.002,1.97,-2.8125,16.89,-145.74,0.002,1.97,0.385,-4.46,-127.25,0.003,1.97,-0.3784,0,-4.03,-0.003,1.97,1.147,-13.07,12.48,0.008,1.97,-0.8084,-0.86,234.96,0.002,1.97,-0.774,0,3.98,-0.004,1.97,2.707,10.32,-90.3,0.002,1.97,-0.3892,-6.8,-47.02,0.003,1.97,0.0598,-8.6,0,-0.004,1.97,-1.3244,-0.08,39.09,0.002,1.97,1.8885,4.3,-47.3,0.009,1.97,2.1088,-11.27,51.65,0.002,1.97,1.052,37.81,770.76,0.003,1.97,-1.4432,-1.8,82.12,0.009,1.97,0.2719,1.02,67.68,0.002,,,,
10.04,-3.8087,,,,,,,,,,,9.86,0.0443,-25.82,1.29E-10,-2.03E-04,9.86,-0.344,0.86,-51.07,-0.001,1.972,,,,-0.005,1.972,,,,0.003,1.972,,,,0.003,1.972,,,,0.003,1.972,,,,-1.12E-04,1.972,,,,-0.003,1.972,,,,0.001,1.972,,,,0.003,1.972,,,,-0.003,1.972,,,,0.002,1.972,,,,0.003,1.972,,,,-5.88E-04,1.972,,,,0.01,1.972,,,,0.003,1.972,,,,0.003,,,,
10.05,-3.9119,,,,,,,,,,,9.87,-0.2139,-25.82,-1.01E-10,-0.002,9.87,-0.3456,0.78,43,0.002,1.974,,,,-0.002,1.974,,,,0.006,1.974,,,,0.002,1.974,,,,0.002,1.974,,,,-0.006,1.974,,,,0.003,1.974,,,,-0.006,1.974,,,,-0.004,1.974,,,,0.002,1.974,,,,0.006,1.974,,,,0.002,1.974,,,,-0.006,1.974,,,,0.006,1.974,,,,0.002,1.974,,,,0.01,,,,
10.06,-4.0184,,,,,,,,,,,9.88,-0.4721,-25.82,-1.01E-10,0.002,9.88,-0.3284,1.72,47.03,-0.003,1.976,,,,0.003,1.976,,,,0.01,1.976,,,,0.008,1.976,,,,-0.002,1.976,,,,1.81E-04,1.976,,,,0.002,1.976,,,,3.42E-05,1.976,,,,-0.004,1.976,,,,0.003,1.976,,,,0.01,1.976,,,,-0.001,1.976,,,,5.96E-04,1.976,,,,0.002,1.976,,,,-2.59E-04,1.976,,,,0.006,,,,
10.07,-4.0872,,,,,,,,,,,9.89,-0.7303,-25.82,-4.36,-0.003,9.89,-0.3112,1.72,-2.78E-11,0.002,1.978,,,,0.003,1.978,,,,0.003,1.978,,,,0.009,1.978,,,,-0.005,1.978,,,,0.002,1.978,,,,0.007,1.978,,,,0.003,1.978,,,,0.002,1.978,,,,0.008,1.978,,,,0.003,1.978,,,,-0.006,1.978,,,,0.002,1.978,,,,0.002,1.978,,,,-0.006,1.978,,,,0.002,,,,
10.08,-4.1576,,,,,,,,,,,9.9,-0.9885,-25.91,38.7,0.002,9.9,-0.294,1.72,0,-0.002,1.98,-2.7273,19.88,627.65,0.009,1.98,0.308,-3.07,376.99,0.002,1.98,-0.3784,-0.08,43,0.003,1.98,1.0249,-10.76,-124.73,0.001,1.98,-0.8068,-0.86,-3.98,0.004,1.98,-0.774,0.08,-31.06,0.009,1.98,2.8102,10.41,-34.08,0.002,1.98,-0.4564,-7.82,-8.04,0.002,1.98,-0.0262,-8.6,0,0.008,1.98,-1.326,0.78,85.99,0.002,1.98,1.9212,4.3,8.66,8.64E-04,1.98,2.0056,-10.15,-38.65,0.003,1.98,1.5739,39.08,-644.52,-0.006,1.98,-1.462,-1.02,129,7.42E-04,1.98,0.3145,-0.61,-198.6,0.002,,,,
10.09,-4.2108,,,,,,,,,,,9.91,-1.2484,-25.05,86.19,-2.83E-04,9.91,-0.2768,1.72,1.39E-11,-0.002,1.982,,,,0.007,1.982,,,,-2.59E-04,1.982,,,,0.002,1.982,,,,0.003,1.982,,,,0.009,1.982,,,,0.003,1.982,,,,0.01,1.982,,,,0.007,1.982,,,,0.003,1.982,,,,3.39E-04,1.982,,,,0.002,1.982,,,,0.01,1.982,,,,-0.003,1.982,,,,0.002,1.982,,,,-0.004,,,,
10.1,-4.2468,,,,,,,,,,,9.92,-1.4894,-24.18,86.18,-0.002,9.92,-0.2596,1.72,-4.05,0.002,1.984,,,,0.003,1.984,,,,-0.005,1.984,,,,-0.001,1.984,,,,0.005,1.984,,,,0.005,1.984,,,,0.002,1.984,,,,0.007,1.984,,,,0.01,1.984,,,,0.002,1.984,,,,-0.006,1.984,,,,0.005,1.984,,,,0.005,1.984,,,,0.002,1.984,,,,0.003,1.984,,,,-0.003,,,,
10.11,-4.2656,,,,,,,,,,,9.93,-1.7321,-23.32,90.42,0.002,9.93,-0.2424,1.64,38.94,-0.003,1.986,,,,0.002,1.986,,,,0.002,1.986,,,,-0.005,1.986,,,,0.01,1.986,,,,0.002,1.986,,,,-0.001,1.986,,,,0.002,1.986,,,,0.003,1.986,,,,-0.002,1.986,,,,6.45E-04,1.986,,,,0.01,1.986,,,,0.002,1.986,,,,0.002,1.986,,,,0.01,1.986,,,,0.002,,,,
10.12,-4.2672,,,,,,,,,,,9.94,-1.9558,-22.37,47.36,-0.003,9.94,-0.2268,2.5,94.1,0.002,1.988,,,,-0.003,1.988,,,,0.003,1.988,,,,0.001,1.988,,,,0.003,1.988,,,,0.002,1.988,,,,-0.005,1.988,,,,0.002,1.988,,,,0.002,1.988,,,,-0.005,1.988,,,,0.002,1.988,,,,2.256,1.988,,,,0.002,1.988,,,,0.008,1.988,,,,0.005,1.988,,,,0.002,,,,
10.13,-4.25,,,,,,,,,,,9.95,-2.1795,-22.37,-8.37,0.002,9.95,-0.1924,3.52,4.05,-0.002,1.99,-2.415,29.44,345.68,-0.004,1.99,0.3235,3.07,28.87,0.004,1.99,-0.38,0.86,47.03,0.003,1.99,0.9317,-15.57,-226.5,0.003,1.99,-0.8256,-0.94,39.02,-0.005,1.99,-0.7724,-0.62,-168.04,0.001,1.99,2.9151,9.64,-124.46,-0.005,1.99,-0.5456,-6.96,90.04,-0.002,1.99,-0.1123,-8.6,-4.04,0.002,1.99,-1.3088,1.64,85.99,0.003,1.99,1.9745,4.47,-77.33,5.432,1.99,1.9058,-12.04,-99.01,-0.005,1.99,1.8335,24.92,-720.75,0.008,1.99,-1.4636,0.78,132.89,0.002,1.99,0.2596,-2.95,-378.9,0.007,,,,
10.14,-4.236,,,,,,,,,,,9.96,-2.4033,-22.54,77.73,-2.38E-04,9.96,-0.1564,2.58,-51.11,-0.002,1.992,,,,0.002,1.992,,,,0.011,1.992,,,,0.005,1.992,,,,9.50E-04,1.992,,,,-0.002,1.992,,,,0.002,1.992,,,,-0.004,1.992,,,,-0.006,1.992,,,,0.002,1.992,,,,0.01,1.992,,,,5.431,1.992,,,,-0.002,1.992,,,,0.003,1.992,,,,0.002,1.992,,,,0.009,,,,
10.15,-4.1844,,,,,,,,,,,9.97,-2.6304,-20.82,180.58,-0.002,9.97,-0.1408,2.5,43,0.002,1.994,,,,0.002,1.994,,,,0.005,1.994,,,,0.011,1.994,,,,-0.005,1.994,,,,0.003,1.994,,,,0.004,1.994,,,,0.002,1.994,,,,0.001,1.994,,,,0.005,1.994,,,,0.005,1.994,,,,5.425,1.994,,,,0.003,1.994,,,,0.002,1.994,,,,-0.006,1.994,,,,0.002,,,,
10.16,-4.136,,,,,,,,,,,9.98,-2.8197,-18.93,90.36,0.002,9.98,-0.1065,3.44,42.98,-0.003,1.996,,,,0.006,1.996,,,,0.002,1.996,,,,0.004,1.996,,,,-3.91E-05,1.996,,,,0.003,1.996,,,,0.01,1.996,,,,0.003,1.996,,,,0.003,1.996,,,,0.01,1.996,,,,0.002,1.996,,,,5.43,1.996,,,,0.002,1.996,,,,-0.003,1.996,,,,-0.002,1.996,,,,0.002,,,,
10.17,-4.05,,,,,,,,,,,9.99,-3.009,-19.01,34.84,-0.003,9.99,-0.0721,3.36,47.08,0.002,1.998,,,,0.01,1.998,,,,0.002,1.998,,,,0.002,1.998,,,,0.002,1.998,,,,0.009,1.998,,,,0.004,1.998,,,,0.008,1.998,,,,0.005,1.998,,,,0.004,1.998,,,,0.002,1.998,,,,5.434,1.998,,,,0.009,1.998,,,,-0.005,1.998,,,,0.002,1.998,,,,-0.001,,,,
10.18,-3.9656,,,,,,,,,,,10,-3.1999,-18.23,125.08,0.002,10,-0.0393,4.38,8.15,-0.002,2,-2.1385,26.79,-233.78,0.003,2,0.3694,-2.5,-350.48,-0.006,2,-0.3612,0.86,-4.04,0.001,2,0.7135,-15.29,441.13,0.003,2,-0.8256,-0.08,86,0.007,2,-0.7864,-3.28,-238.88,0.003,2,3.0029,7.92,-180.82,0.008,2,-0.5956,-6.02,47.03,0.011,2,-0.1983,-8.68,43.01,0.002,2,-1.2931,2.5,89.9,-0.005,2,2.0107,2.75,-176.3,5.434,2,1.7647,-12.13,51.56,0.008,2,2.0724,24.66,133.31,0.002,2,-1.4464,1.64,82.08,0.002,2,0.2556,-8.19,-522.4,-0.006,,,,
10.19,-3.8657,,,,,,,,,,,10.01,-3.3737,-16.51,176.3,-2.32E-04,10.01,0.0156,3.52,-94.15,-0.001,2.002,,,,0.002,2.002,,,,-0.001,2.002,,,,-0.006,2.002,,,,0.01,2.002,,,,0.003,2.002,,,,6.57E-04,2.002,,,,0.003,2.002,,,,0.004,2.002,,,,0.001,2.002,,,,-0.002,2.002,,,,5.441,2.002,,,,0.002,2.002,,,,0.002,2.002,,,,0.009,2.002,,,,0.001,,,,
10.2,-3.7265,,,,,,,,,,,10.02,-3.5302,-14.71,129.2,-0.002,10.02,0.0311,2.5,4.11,0.002,2.004,,,,2.78E-04,2.004,,,,0.003,2.004,,,,-6.49E-04,2.004,,,,0.006,2.004,,,,0.003,2.004,,,,-0.006,2.004,,,,0.002,2.004,,,,0.003,2.004,,,,-0.006,2.004,,,,0.002,2.004,,,,5.439,2.004,,,,0.002,2.004,,,,0.006,2.004,,,,0.008,2.004,,,,0.002,,,,
10.21,-3.5997,,,,,,,,,,,10.03,-3.6678,-13.93,125.09,0.002,10.03,0.0655,3.6,-38.92,-0.003,2.006,,,,-0.006,2.006,,,,0.003,2.006,,,,0.002,2.006,,,,0.002,2.006,,,,-0.003,2.006,,,,-5.40E-04,2.006,,,,-6.74E-04,2.006,,,,0.001,2.006,,,,-4.79E-04,2.006,,,,0.003,2.006,,,,5.434,2.006,,,,-0.004,2.006,,,,0.01,2.006,,,,0.002,2.006,,,,0.004,,,,
10.22,-3.5578,,,,,,,,,,,10.04,-3.8087,-12.21,172.17,-0.003,10.04,0.1032,1.72,-102.36,0.002,2.008,,,,9.86E-04,2.008,,,,0.01,2.008,,,,0.003,2.008,,,,0.002,2.008,,,,-0.004,2.008,,,,0.002,2.008,,,,-0.005,2.008,,,,-0.006,2.008,,,,0.003,2.008,,,,0.009,2.008,,,,5.434,2.008,,,,-0.004,2.008,,,,0.003,2.008,,,,0.002,2.008,,,,3.807,,,,
