Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3
Time (s),Current (A),Voltage (V),Electron Current (x10^-10 A),Peak Voltage (V),Diff between Peaks (V),Trough Voltage (V),Diff between Troughs (V),Time (s),Current (A),Voltage (V),Electron Current (x10^-10 A),Peak Voltage (V),Diff between Peaks (V),Trough Voltage (V),Diff between Troughs (V),Time (s),Current (A),Voltage (V),Electron Current (x10^-10 A),Peak Voltage (V),Diff between Peaks (V),Trough Voltage (V),Diff between Troughs (V)
,,,,,,,,2.31E-12,-2.31E-12,73.1,0.02,,,,,84.7,-1.47E-10,58.7,1.47,,,,
,,,,,,,,2.08E-12,-2.08E-12,73.2,0.02,,,,,84.9,-1.42E-10,58.9,1.42,,,,
,,,,,,,,2.00E-12,-2.00E-12,73.3,0.02,,,,,85.2,-1.35E-10,59.1,1.35,,,,
,,,,,,,,1.87E-12,-1.87E-12,73.6,0.02,,,,,85.4,-1.30E-10,59.3,1.3,,,,
,,,,,,,,1.81E-12,-1.81E-12,73.6,0.02,,,,,85.6,-1.25E-10,59.4,1.25,,,,
,,,,,,,,1.73E-12,-1.73E-12,73.9,0.02,,,,,85.8,-1.20E-10,59.6,1.2,,,,
,,,,,,,,1.70E-12,-1.70E-12,74.1,0.02,,,,,86,-1.15E-10,59.7,1.15,,,,
,,,,,,,,1.68E-12,-1.68E-12,74.3,0.02,,,,,86.1,-1.12E-10,59.8,1.12,,,,
,,,,,,,,1.68E-12,-1.68E-12,74.4,0.02,,,,,86.4,-1.04E-10,60.2,1.04,,,,
,,,,,,,,1.71E-12,-1.71E-12,74.8,0.02,,,,,86.6,-9.78E-11,60.3,0.98,,,,
,,,,,,,,1.82E-12,-1.82E-12,74.9,0.02,,,,,86.8,-9.30E-11,60.5,0.93,,,,
,,,,,,,,1.87E-12,-1.87E-12,74.9,0.02,,,,,87,-8.94E-11,60.7,0.89,,,,
,,,,,,,,1.92E-12,-1.92E-12,75.1,0.02,,,,,87.2,-8.64E-11,60.8,0.86,,,,
,,,,,,,,2.08E-12,-2.08E-12,75.5,0.02,,,,,87.4,-8.41E-11,60.9,0.84,,,,
,,,,,,,,2.21E-12,-2.21E-12,75.6,0.02,,,,,87.6,-8.26E-11,61,0.83,,,,
,,,,,,,,2.51E-12,-2.51E-12,75.7,0.03,,,,,87.8,-8.16E-11,61.2,0.82,,,,
,,,,,,,,2.72E-12,-2.72E-12,75.8,0.03,,,,,88,-8.12E-11,61.4,0.81,,,,
,,,,,,,,2.81E-12,-2.81E-12,75.8,0.03,,,,,88.2,-8.17E-11,61.6,0.82,,,,
,,,,,,,,2.97E-12,-2.97E-12,76.1,0.03,,,,,88.5,-8.41E-11,61.8,0.84,,,,
,,,,,,,,3.08E-12,-3.08E-12,76.3,0.03,,,,,88.6,-8.51E-11,61.9,0.85,,,,
,,,,,,,,3.42E-12,-3.42E-12,76.6,0.03,,,,,88.9,-8.90E-11,62.2,0.89,,,,
,,,,,,,,3.64E-12,-3.64E-12,76.9,0.04,,,,,89.1,-9.34E-11,62.3,0.93,,,,
,,,,,,,,4.14E-12,-4.14E-12,77.1,0.04,,,,,89.3,-9.81E-11,62.4,0.98,,,,
,,,,,,,,4.38E-12,-4.38E-12,77.1,0.04,,,,,89.5,-1.03E-10,62.5,1.02,,,,
,,,,,,,,4.78E-12,-4.78E-12,77.4,0.05,,,,,89.7,-1.07E-10,62.6,1.07,,,,
,,,,,,,,4.95E-12,-4.95E-12,77.5,0.05,,,,,89.9,-1.12E-10,62.8,1.12,,,,
,,,,,,,,5.26E-12,-5.26E-12,77.7,0.05,,,,,90.1,-1.18E-10,63,1.18,,,,
,,,,,,,,5.41E-12,-5.41E-12,77.9,0.05,,,,,90.3,-1.25E-10,63.1,1.25,,,,
,,,,,,,,5.75E-12,-5.75E-12,78.2,0.06,,,,,90.5,-1.32E-10,63.2,1.32,,,,
,,,,,,,,5.93E-12,-5.93E-12,78.3,0.06,,,,,90.8,-1.42E-10,63.5,1.42,,,,
,,,,,,,,6.25E-12,-6.25E-12,78.5,0.06,,,,,91,-1.49E-10,63.7,1.49,,,,
,,,,,,,,6.37E-12,-6.37E-12,78.6,0.06,,,,,91.2,-1.56E-10,63.7,1.56,,,,
,,,,,,,,6.60E-12,-6.60E-12,78.7,0.07,,,,,91.4,-1.61E-10,63.8,1.61,,,,
,,,,,,,,6.77E-12,-6.77E-12,78.8,0.07,,,,,91.6,-1.66E-10,64,1.66,,,,
,,,,,,,,6.84E-12,-6.84E-12,78.9,0.07,,,,,91.8,-1.72E-10,64.1,1.72,,,,
,,,,,,,,6.99E-12,-6.99E-12,79.2,0.07,,,,,92,-1.78E-10,64.3,1.78,,,,
,,,,,,,,7.15E-12,-7.15E-12,79.4,0.07,,,,,92.3,-1.89E-10,64.5,1.89,,,,
,,,,,,,,7.21E-12,-7.21E-12,79.5,0.07,,,,,92.5,-1.97E-10,64.7,1.96,,,,
,,,,,,,,7.32E-12,-7.32E-12,79.8,0.07,,,,,92.7,-2.04E-10,64.9,2.04,,,,
,,,,,,,,7.37E-12,-7.37E-12,79.9,0.07,,,,,92.9,-2.10E-10,65,2.1,,,,
,,,,,,,,7.44E-12,-7.44E-12,80,0.07,,,,,93.1,-2.15E-10,65.1,2.15,,,,
,,,,,,,,7.48E-12,-7.48E-12,80.3,0.07,,,,,93.3,-2.21E-10,65.3,2.21,,,,
,,,,,,,,7.49E-12,-7.49E-12,80.4,0.07,,,,,93.5,-2.26E-10,65.4,2.26,,,,
,,,,,,,,7.50E-12,-7.50E-12,80.4,0.08,,,,,93.7,-2.30E-10,65.5,2.3,,,,
,,,,,,,,7.50E-12,-7.50E-12,80.4,0.08,,,,,93.9,-2.34E-10,65.7,2.34,,,,
,,,,,,,,7.51E-12,-7.51E-12,80.4,0.08,,,,,94.1,-2.39E-10,65.9,2.39,,,,
,,,,,,,,7.53E-12,-7.53E-12,80.4,0.08,,,,,94.3,-2.44E-10,66.1,2.44,,,,
,,,,,,,,7.57E-12,-7.57E-12,80.4,0.08,,,,,94.6,-2.50E-10,66.4,2.5,,,,
,,,,,,,,7.58E-12,-7.58E-12,80.4,0.08,,,,,94.8,-2.53E-10,66.5,2.53,,,,
,,,,,,,,7.62E-12,-7.62E-12,79.8,0.08,,,,,95,-2.56E-10,66.7,2.56,,,,
,,,,,,,,7.66E-12,-7.66E-12,78.7,0.08,,,,,95.2,-2.58E-10,66.8,2.58,,,,
,,,,,,,,,,,,,,,,95.4,-2.60E-10,67.1,2.6,,,,
,,,,,,,,,,,,,,,,95.6,-2.61E-10,67.2,2.61,,,,
,,,,,,,,,,,,,,,,95.8,-2.61E-10,67.2,2.61,,,,
,,,,,,,,,,,,,,,,96,-2.62E-10,67.3,2.62,,,,
,,,,,,,,,,,,,,,,96.2,-2.61E-10,67.4,2.61,,,,
,,,,,,,,,,,,,,,,96.4,-2.61E-10,67.6,2.61,,,,
,,,,,,,,,,,,,,,,96.6,-2.60E-10,67.8,2.6,,,,
,,,,,,,,,,,,,,,,96.9,-2.58E-10,68,2.58,,,,
,,,,,,,,,,,,,,,,97.1,-2.56E-10,68.2,2.56,,,,
,,,,,,,,,,,,,,,,97.3,-2.54E-10,68.3,2.54,,,,
,,,,,,,,,,,,,,,,97.5,-2.51E-10,68.5,2.51,,,,
,,,,,,,,,,,,,,,,97.8,-2.46E-10,68.8,2.46,,,,
,,,,,,,,,,,,,,,,98,-2.42E-10,68.9,2.42,,,,
,,,,,,,,,,,,,,,,98.2,-2.39E-10,68.9,2.39,,,,
,,,,,,,,,,,,,,,,98.5,-2.36E-10,68.9,2.36,,,,
,,,,,,,,,,,,,,,,98.6,-2.35E-10,69,2.35,,,,
,,,,,,,,,,,,,,,,98.8,-2.33E-10,69.3,2.33,,,,
,,,,,,,,,,,,,,,,99.1,-2.25E-10,69.5,2.25,,,,
,,,,,,,,,,,,,,,,99.3,-2.19E-10,69.7,2.19,,,,
,,,,,,,,,,,,,,,,99.5,-2.15E-10,69.8,2.15,,,,
,,,,,,,,,,,,,,,,99.6,-2.12E-10,69.9,2.12,,,,
,,,,,,,,,,,,,,,,99.9,-2.04E-10,70.1,2.04,,,,
,,,,,,,,,,,,,,,,100.1,-1.97E-10,70.3,1.97,,,,
,,,,,,,,,,,,,,,,100.3,-1.90E-10,70.5,1.9,,,,
,,,,,,,,,,,,,,,,100.6,-1.79E-10,70.7,1.78,,,,
,,,,,,,,,,,,,,,,100.7,-1.76E-10,70.7,1.76,,,,
,,,,,,,,,,,,,,,,100.9,-1.71E-10,70.8,1.71,,,,
,,,,,,,,,,,,,,,,101.1,-1.66E-10,71,1.66,,,,
,,,,,,,,,,,,,,,,101.4,-1.58E-10,71.2,1.58,,,,
,,,,,,,,,,,,,,,,101.6,-1.53E-10,71.3,1.53,,,,
,,,,,,,,,,,,,,,,101.8,-1.47E-10,71.4,1.47,,,,
,,,,,,,,,,,,,,,,102,-1.41E-10,71.7,1.41,,,,
,,,,,,,,,,,,,,,,102.3,-1.30E-10,71.9,1.3,,,,
,,,,,,,,,,,,,,,,102.4,-1.27E-10,72,1.27,,,,
,,,,,,,,,,,,,,,,102.7,-1.19E-10,72.2,1.19,,,,
,,,,,,,,,,,,,,,,102.9,-1.16E-10,72.2,1.16,,,,
,,,,,,,,,,,,,,,,103.1,-1.13E-10,72.4,1.13,,,,
,,,,,,,,,,,,,,,,103.3,-1.10E-10,72.5,1.1,,,,
,,,,,,,,,,,,,,,,103.5,-1.08E-10,72.7,1.08,,,,
,,,,,,,,,,,,,,,,103.7,-1.06E-10,72.9,1.06,,,,
,,,,,,,,,,,,,,,,103.9,-1.05E-10,73.1,1.05,,,,
,,,,,,,,,,,,,,,,104.1,-1.04E-10,73.3,1.04,,,,
,,,,,,,,,,,,,,,,104.2,-1.05E-10,73.4,1.05,,,,
,,,,,,,,,,,,,,,,104.5,-1.07E-10,73.7,1.07,,,,
,,,,,,,,,,,,,,,,104.7,-1.11E-10,73.8,1.11,,,,
,,,,,,,,,,,,,,,,104.9,-1.14E-10,73.9,1.14,,,,
,,,,,,,,,,,,,,,,105.1,-1.17E-10,73.9,1.17,,,,
,,,,,,,,,,,,,,,,105.3,-1.20E-10,74,1.19,,,,
,,,,,,,,,,,,,,,,105.5,-1.23E-10,74.2,1.23,,,,
,,,,,,,,,,,,,,,,105.6,-1.26E-10,74.4,1.26,,,,
,,,,,,,,,,,,,,,,105.7,-1.29E-10,74.4,1.29,,,,
,,,,,,,,,,,,,,,,105.9,-1.36E-10,74.6,1.36,,,,
,,,,,,,,,,,,,,,,106.1,-1.44E-10,74.8,1.44,,,,
,,,,,,,,,,,,,,,,106.2,-1.49E-10,75,1.49,,,,
,,,,,,,,,,,,,,,,106.4,-1.58E-10,75.1,1.58,,,,
,,,,,,,,,,,,,,,,106.6,-1.67E-10,75.4,1.67,,,,
,,,,,,,,,,,,,,,,106.8,-1.79E-10,75.7,1.79,,,,
,,,,,,,,,,,,,,,,106.9,-1.86E-10,75.8,1.86,,,,
,,,,,,,,,,,,,,,,107.1,-1.99E-10,76,1.99,,,,
,,,,,,,,,,,,,,,,107.2,-2.04E-10,76,2.04,,,,
,,,,,,,,,,,,,,,,107.4,-2.14E-10,76.1,2.14,,,,
,,,,,,,,,,,,,,,,107.6,-2.21E-10,76.3,2.21,,,,
,,,,,,,,,,,,,,,,107.7,-2.24E-10,76.3,2.24,,,,
,,,,,,,,,,,,,,,,107.9,-2.31E-10,76.5,2.31,,,,
,,,,,,,,,,,,,,,,108.1,-2.38E-10,76.8,2.38,,,,
,,,,,,,,,,,,,,,,108.2,-2.43E-10,76.9,2.43,,,,
,,,,,,,,,,,,,,,,108.4,-2.53E-10,77.1,2.53,,,,
,,,,,,,,,,,,,,,,108.6,-2.61E-10,77.2,2.61,,,,
,,,,,,,,,,,,,,,,108.7,-2.64E-10,77.2,2.64,,,,
,,,,,,,,,,,,,,,,108.9,-2.70E-10,77.5,2.7,,,,
,,,,,,,,,,,,,,,,109.1,-2.76E-10,77.7,2.76,,,,
,,,,,,,,,,,,,,,,109.3,-2.83E-10,77.9,2.83,,,,
,,,,,,,,,,,,,,,,109.5,-2.88E-10,78,2.88,,,,
,,,,,,,,,,,,,,,,109.7,-2.92E-10,78.1,2.92,,,,
,,,,,,,,,,,,,,,,109.9,-2.95E-10,78.2,2.95,,,,
,,,,,,,,,,,,,,,,110,-2.96E-10,78.4,2.96,,,,
,,,,,,,,,,,,,,,,110.2,-2.99E-10,78.6,2.99,,,,
,,,,,,,,,,,,,,,,110.4,-3.03E-10,78.9,3.03,,,,
,,,,,,,,,,,,,,,,110.6,-3.05E-10,79.1,3.05,,,,
,,,,,,,,,,,,,,,,110.8,-3.07E-10,79.3,3.07,,,,
,,,,,,,,,,,,,,,,111,-3.08E-10,79.5,3.08,,,,
,,,,,,,,,,,,,,,,111.2,-3.07E-10,79.7,3.07,,,,
,,,,,,,,,,,,,,,,111.4,-3.06E-10,79.8,3.06,,,,
,,,,,,,,,,,,,,,,111.6,-3.05E-10,79.9,3.05,,,,
,,,,,,,,,,,,,,,,111.7,-3.05E-10,79.9,3.05,,,,
,,,,,,,,,,,,,,,,111.9,-3.04E-10,80.1,3.03,,,,
,,,,,,,,,,,,,,,,112.1,-3.01E-10,80.2,3.01,,,,
,,,,,,,,,,,,,,,,112.2,-3.00E-10,80.3,3,,,,
,,,,,,,,,,,,,,,,112.4,-2.98E-10,80.3,2.98,,,,
,,,,,,,,,,,,,,,,112.6,-2.96E-10,80.4,2.96,,,,
,,,,,,,,,,,,,,,,112.7,-2.95E-10,80.5,2.95,,,,
,,,,,,,,,,,,,,,,112.9,-2.93E-10,80.5,2.93,,,,
,,,,,,,,,,,,,,,,113.1,-2.92E-10,80.5,2.92,,,,
,,,,,,,,,,,,,,,,113.3,-2.91E-10,80.5,2.91,,,,
,,,,,,,,,,,,,,,,113.5,-2.91E-10,80.5,2.91,,,,
,,,,,,,,,,,,,,,,113.6,-2.91E-10,80.5,2.91,,,,
